mill,vendor_cid,mill_region,dest_location_type,dest_city,dest_st,dimension,grade,length_ft,volume_bf,delivered_cost_per_mbf_avg,rl_price_per_mbf_avg,index_relative_margin_per_mbf_avg
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Silsbee,TX,2x8,,12.0,96.0,200.62499502676516,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Silsbee,TX,2x8,,14.0,112.00002,234.16666666666666,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Silsbee,TX,2x8,,18.0,72.0,268.3333333333333,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Silsbee,TX,2x8,,20.0,80.00001,268.3333333333333,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Somerset,KY,2x6,,8.0,8.0,240.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Somerset,KY,2x6,,10.0,10.0,200.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Somerset,KY,2x6,,12.0,12.0,240.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Stephens,AR,4x6,,16.0,32.0,375.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Stephens,AR,4x6,,10.0,20.0,375.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Stephens,AR,4x6,,12.0,24.0,375.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Stephens,AR,4x6,,14.0,84.0,432.97619047619037,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Waco,TX,2x8,,8.0,21.33334,170.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Waco,TX,2x8,,16.0,42.66666,170.041514041514,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Waco,TX,2x8,,10.0,26.66666,170.026566651039,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Waco,TX,2x8,,12.0,32.0,170.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,Waco,TX,2x8,,14.0,37.33334,170.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,West Union,OH,6x6,,16.0,96.0,325.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,West Union,OH,6x6,,12.0,36.0,325.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,West Union,OH,6x6,,14.0,42.0,325.000014880952,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,,,2x8,,8.0,21.33334,170.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,,,2x8,,16.0,42.66666,170.041514041514,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,,,2x8,,10.0,26.66666,170.026566651039,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,,,2x8,,12.0,32.0,170.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,,,2x8,,14.0,37.33334,170.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,,,4x6,,14.0,28.0,445.0,,
"West Fraser Mills Ltd. (Mansfield, AR)",14336,west,Customer,,,6x6,,10.0,30.0,308.75,,
"West Fraser Mills Ltd. (Maplesville, AL)",14337,central,Customer,Haleyville,AL,2x6,,16.0,16.0,285.0,,
"West Fraser Mills Ltd. (Maplesville, AL)",14337,central,Customer,Haleyville,AL,2x6,,12.0,12.0,285.000015190972,,
"West Fraser Mills Ltd. (Maplesville, AL)",14337,central,Customer,Haleyville,AL,2x6,,14.0,14.0,285.000016741071,,
"West Fraser Mills Ltd. (Maplesville, AL)",14337,central,Customer,Middleton,TN,2x6,,8.0,8.0,264.999980893342,,
"West Fraser Mills Ltd. (Maplesville, AL)",14337,central,TLR,Birmingham,AL,2x8,,8.0,10.66667,345.0,,
"West Fraser Mills Ltd. (Maplesville, AL)",14337,central,TLR,Birmingham,AL,2x8,,10.0,39.99999,331.6666666666667,,
"West Fraser Mills Ltd. (Maplesville, AL)",14337,central,TLR,Birmingham,AL,2x8,,12.0,32.0,325.0,,
"West Fraser Mills Ltd. (Maplesville, AL)",14337,central,TLR,Birmingham,AL,2x8,,14.0,18.66667,305.0,,
"West Fraser Mills Ltd. (Mc David, FL)",14338,central,Customer,Jacksonville,FL,2x4,,6.0,4.0,233.333333333333,,
"West Fraser Mills Ltd. (Newberry, SC)",14344,east,Customer,Ridgeway,VA,2x6,,8.0,24.0,324.999985988451,,
"West Fraser Mills Ltd. (Newberry, SC)",14344,east,Customer,Ridgeway,VA,2x6,,10.0,10.0,360.000043402778,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,Customer,Haleyville,AL,2x6,,16.0,16.0,285.0,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,Customer,Haleyville,AL,2x6,,12.0,12.0,285.0,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,Customer,Haleyville,AL,2x6,,14.0,14.0,285.0,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,Customer,Middleton,TN,2x6,,8.0,8.0,264.999980893342,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,Customer,Middleton,TN,2x6,,10.0,10.0,313.0,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,Customer,Ranburne,AL,2x8,,8.0,21.33334,300.0,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,Customer,Ranburne,AL,2x8,,10.0,13.33333,325.01410651504,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,Customer,Ranburne,AL,2x8,,12.0,32.0,312.5,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,Customer,,,2x8,,8.0,10.66667,239.99998938519,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,TLR,Birmingham,AL,2x6,,8.0,16.0,340.0,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,TLR,Birmingham,AL,2x6,,16.0,32.0,340.0,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,TLR,Birmingham,AL,2x6,,10.0,20.0,340.0,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,TLR,Birmingham,AL,2x6,,12.0,24.0,339.999982638889,,
"West Fraser Mills Ltd. (Opelika, AL)",14339,central,TLR,Birmingham,AL,2x6,,14.0,28.0,340.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Bryan,TX,4x4,,8.0,10.66667,400.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Bryan,TX,4x4,,10.0,13.33333,400.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Bryan,TX,4x4,,12.0,16.0,399.999963541667,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Bryan,TX,4x6,,16.0,32.0,400.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Bryan,TX,4x6,,10.0,20.0,400.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Bryan,TX,4x6,,12.0,24.0,399.999963541667,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Bryan,TX,4x6,,14.0,28.0,400.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Des Plaines,IL,4x4,,12.0,16.0,350.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Des Plaines,IL,4x4,,14.0,18.66667,312.666653486395,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Haleyville,AL,4x6,,16.0,128.0,415.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Jacksonville,TX,2x8,,8.0,10.66667,265.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Jacksonville,TX,2x8,,16.0,21.33333,275.067155067155,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Jacksonville,TX,2x8,,10.0,13.33333,275.071633237822,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Jacksonville,TX,2x8,,12.0,16.0,275.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Jacksonville,TX,2x8,,14.0,18.66667,274.999988839286,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Oklahoma City,OK,2x6,,20.0,20.0,335.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Pine Bluff,AR,4x6,,14.0,28.0,435.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Stephens,AR,4x6,,8.0,16.0,540.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Stephens,AR,4x6,,16.0,32.0,555.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Stephens,AR,4x6,,10.0,40.0,499.999974569515,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Stephens,AR,4x6,,14.0,56.0,480.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Tuscumbia,AL,6x6,,8.0,24.0,325.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Tuscumbia,AL,6x6,,16.0,48.0,300.000013563368,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Tuscumbia,AL,6x6,,12.0,108.0,300.0000091507523,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,West Union,OH,6x6,,12.0,36.0,290.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Wichita,KS,4x4,,16.0,21.33333,500.093023255814,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Wichita,KS,4x4,,12.0,32.0,430.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Wichita,KS,4x4,,18.0,24.0,485.0,,
"West Fraser Mills Ltd. (Russellville, AR)",14341,west,Customer,Wichita,KS,4x4,,20.0,26.66667,585.0,,
"West Fraser Timber Co, Ltd - 57 (Lanett, AL)",7737,central,Customer,Brent,AL,16x4,,8.0,32.0,136.0,,
"West Fraser Timber Co, Ltd - 57 (Lanett, AL)",7737,central,Customer,Bryan,TX,16x4,,8.0,64.0,201.99990152310897,,
"West Fraser Timber Co, Ltd - 57 (Lanett, AL)",7737,central,Customer,Eatonton,GA,16x4,,8.0,64.0,150.0,,
"West Fraser Timber Co, Ltd - 57 (Lanett, AL)",7737,central,Customer,Golden,MS,16x4,,8.0,32.0,292.00003282563,,
"West Fraser Timber Co, Ltd - 57 (Lanett, AL)",7737,central,Customer,Moore,SC,16x4,,8.0,32.0,150.0,,
"West Fraser Timber Co, Ltd - 57 (Lanett, AL)",7737,central,TLR,Birmingham,AL,16x4,,8.0,64.0,280.0,,
"West Fraser Timber Co, Ltd - 62 (Jefferson, TX)",1059,west,Customer,Edinburg,TX,16x4,,8.0,32.0,266.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Acworth,GA,2x4,,8.0,10.66666,370.0357802296995,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Acworth,GA,2x4,,16.0,10.66667,370.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Acworth,GA,2x4,,10.0,20.00001,379.9096124190933,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Acworth,GA,2x4,,12.0,24.0,343.3333333333333,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ashland City,TN,2x4,,12.0,8.0,300.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Auburn,KY,4x5,,8.0,16.0,300.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Auburn,KY,4x5,,16.0,32.0,300.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Auburn,KY,4x5,,10.0,60.0,300.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Auburn,KY,4x5,,12.0,48.0,300.00000543272847,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Auburn,KY,4x5,,14.0,84.0,283.3333333333333,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Auburn,KY,6x6,,8.0,120.0,265.99999930555555,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Auburn,KY,6x6,,16.0,192.0,306.25000347222226,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Auburn,KY,6x6,,10.0,150.0,312.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Auburn,KY,6x6,,12.0,180.0,305.0000002572016,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Auburn,KY,6x6,,14.0,84.0,325.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Beloit,WI,2x4,,8.0,10.66666,339.912470487229,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Birmingham,AL,2x4,,8.0,5.33333,369.900117191021,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Bryan,TX,2x10,,8.0,13.33333,224.929709465792,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Bryan,TX,2x10,,16.0,26.66667,225.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Bryan,TX,2x10,,10.0,16.66667,225.014063378961,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Bryan,TX,2x10,,12.0,20.0,225.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Bryan,TX,2x10,,14.0,23.33333,225.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Bryan,TX,4x6,,,4.0,250.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Bullard,TX,2x12,,8.0,16.0,270.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Bullard,TX,2x12,,16.0,32.0,270.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Bullard,TX,2x12,,10.0,20.0,270.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Bullard,TX,2x12,,12.0,24.0,270.000015190972,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Bullard,TX,2x12,,14.0,28.0,270.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Centreville,AL,2x4,,8.0,5.33333,399.897016527152,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Chickamauga,GA,2x4,,8.0,5.33333,144.960966375192,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Columbus,MS,2x4,,,1.33333,99.9741575445374,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Crossville,TN,2x4,,8.0,5.33333,249.954922466643,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Crossville,TN,4x4,,16.0,21.33333,325.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Crossville,TN,4x4,,10.0,13.33333,325.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Crossville,TN,4x4,,12.0,16.0,325.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Crossville,TN,4x4,,14.0,18.66667,325.191401648999,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Cullman,AL,2x10,,8.0,26.66666,205.04320987654302,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Cullman,AL,2x10,,16.0,80.00001,211.65063772022367,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Cullman,AL,2x10,,10.0,16.66667,224.957074817176,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Cullman,AL,2x10,,12.0,40.0,225.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Duluth,GA,2x4,,10.0,6.66667,419.803987612947,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,East Point,GA,2x6,,8.0,16.0,264.999994574653,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,East Point,GA,2x6,,16.0,32.0,265.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,East Point,GA,2x6,,10.0,20.0,265.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,East Point,GA,2x6,,12.0,24.0,265.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,East Point,GA,2x6,,14.0,14.0,315.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,East Point,GA,4x6,,,4.0,250.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ennis,TX,4x6,,,4.0,250.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Flintville,TN,2x12,,8.0,16.0,254.999990234375,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Flintville,TN,2x12,,16.0,96.0,235.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Flintville,TN,2x12,,10.0,40.0,225.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Flintville,TN,2x12,,12.0,72.0,235.000005787037,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Flintville,TN,2x12,,14.0,84.0,234.99999683779765,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Flintville,TN,2x4,,8.0,5.33333,239.935274497431,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Fort Payne,AL,2x4,,8.0,5.33333,214.941663211034,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ft Worth,TX,2x6,,10.0,10.0,159.999993489583,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Haleyville,AL,2x4,,12.0,8.0,300.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Houston,TX,1x6,,,1.0,145.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Houston,TX,1x8,,,1.33333,145.006743245129,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Houston,TX,4x6,,,2.5,121.9922880208335,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Iuka,MS,2x4,,,1.33333,134.961078877279,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Iuka,MS,4x4,,,2.66667,225.084480659361,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Jacksonville,TX,2x8,,8.0,10.66667,220.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Jacksonville,TX,2x8,,16.0,21.33333,220.053724053724,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Jacksonville,TX,2x8,,12.0,16.0,220.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,LaGrange,GA,4x6,,,22.5,236.0888888888889,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Markleville,IN,4x4,,,2.66667,225.084480659361,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Nashville,TN,2x4,,8.0,5.33333,349.899610735505,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Northport,AL,2x4,,8.0,42.66664,265.62397076984234,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Northport,AL,2x4,,16.0,42.66668,317.0980994591345,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Northport,AL,2x4,,10.0,40.00002,263.3668157821675,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Northport,AL,2x4,,12.0,56.0,255.00000008585155,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Northport,AL,2x4,,14.0,18.66666,255.01631461446,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Northport,AL,2x6,,8.0,32.0,220.1401240176245,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Northport,AL,2x6,,16.0,80.0,213.82638240559882,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Northport,AL,2x6,,10.0,30.0,236.37730815972236,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Northport,AL,2x6,,12.0,60.0,233.10184809027777,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Northport,AL,2x6,,14.0,14.0,144.565987723214,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Oklahoma City,OK,2x12,,8.0,16.0,254.999990234375,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Oklahoma City,OK,2x12,,16.0,32.0,255.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Oklahoma City,OK,2x12,,10.0,20.0,255.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Oklahoma City,OK,2x12,,12.0,24.0,255.000017361111,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ranburne,AL,2x12,,8.0,48.0,218.33332914806533,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ranburne,AL,2x12,,16.0,128.0,215.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ranburne,AL,2x12,,10.0,80.0,215.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ranburne,AL,2x12,,12.0,48.0,227.5,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ranburne,AL,2x12,,14.0,56.0,227.4999935825895,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ranburne,AL,4x6,,8.0,16.0,510.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ranburne,AL,4x6,,16.0,64.0,500.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ripley,TN,2x4,,8.0,5.33333,345.0625676163,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ripley,TN,2x4,,16.0,10.66667,345.000450721154,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ripley,TN,2x4,,10.0,6.66667,345.0625676163,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Ripley,TN,2x4,,12.0,8.0,345.000450721154,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Selmer,TN,2x4,,8.0,5.33333,145.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Selmer,TN,2x4,,16.0,10.66667,145.016339869281,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Selmer,TN,2x4,,10.0,6.66667,145.026144969347,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Selmer,TN,2x4,,14.0,9.33333,145.024901253649,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Sikeston,MO,2x4,,10.0,6.66667,309.855427819964,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Sikeston,MO,2x4,,12.0,8.0,315.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Silsbee,TX,2x10,,16.0,26.66667,246.65703125,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Silsbee,TX,2x10,,10.0,16.66667,185.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Silsbee,TX,2x10,,12.0,20.0,185.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Silsbee,TX,2x10,,14.0,23.33333,185.016519332083,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Somerset,KY,2x8,,8.0,10.66667,245.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Somerset,KY,2x8,,16.0,21.33333,245.029910877793,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Somerset,KY,2x8,,10.0,13.33333,245.063818702787,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Somerset,KY,2x8,,12.0,16.0,245.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Somerset,KY,2x8,,14.0,18.66667,245.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Somerset,KY,4x5,,10.0,20.0,300.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Somerset,KY,4x5,,14.0,28.0,349.999983465608,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Somerset,KY,4x6,,14.0,28.0,465.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Tipp City,OH,2x8,,8.0,32.00001,233.333329861111,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Tipp City,OH,2x8,,16.0,63.99999,233.35798440667668,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Tipp City,OH,2x8,,10.0,53.33332,212.53601067135025,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Tipp City,OH,2x8,,12.0,48.0,233.33332638888865,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Tipp City,OH,2x8,,14.0,56.00001,233.33333333333334,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Tuscumbia,AL,4x6,,16.0,32.0,475.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Walnut,MS,2x4,,10.0,6.66667,309.850987980769,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,West Union,OH,4x5,,8.0,32.0,361.590909090909,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,West Union,OH,4x5,,16.0,32.0,148.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,West Union,OH,4x5,,12.0,48.0,357.6666666666665,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,West Union,OH,4x5,,14.0,168.0,311.952380952381,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,West Union,OH,6x6,,8.0,96.0,300.00000238715273,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,West Union,OH,6x6,,16.0,288.0,287.4999993851275,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,West Union,OH,6x6,,10.0,60.0,300.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,West Union,OH,6x6,,12.0,72.0,308.8235294117645,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,West Union,OH,6x6,,14.0,42.0,300.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,Whiteville,TN,4x5,,8.0,16.0,299.999986020924,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,,,2x6,,8.0,8.0,200.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,,,2x6,,16.0,16.0,200.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,,,2x6,,10.0,10.0,200.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,,,2x6,,12.0,12.0,199.999990017361,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,,,2x6,,14.0,14.0,200.0,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,Customer,,,4x5,,12.0,24.0,299.99998818972,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,TLR,Birmingham,AL,2x10,,8.0,106.66664,228.750017446396,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,TLR,Birmingham,AL,2x10,,16.0,186.66669,224.28421475144745,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,TLR,Birmingham,AL,2x10,,10.0,150.00003,222.22680997557256,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,TLR,Birmingham,AL,2x10,,12.0,160.0,225.625,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,TLR,Birmingham,AL,2x10,,14.0,116.66665,222.0016075733676,,
"Westervelt Lumber Division (Moundville, AL)",8801,central,TLR,Birmingham,AL,2x12,,8.0,32.0,210.000005533854,,
