region,mill,item_description,date,delivered_cost_per_mbf,dimension,length_ft,grade
West,"Georgia-Pacific Corp. (Gurdon, AR)",4X4-8 #4 SYP HT,2025-07-21 00:00:00,350.0,4x4,8,4
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X6-12 #4 SYP HT,2025-07-21 00:00:00,185.0,2x6,12,4
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X6-14 #4 SYP HT,2025-07-21 00:00:00,185.0,2x6,14,4
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X6-16 #4 SYP HT,2025-07-21 00:00:00,185.000008544922,2x6,16,4
East,"Interfor US, Inc (Baxley, GA)",2X4-16 #4 SYP HT,2025-07-21 00:00:00,253.696426782853,2x4,16,4
East,"Interfor US, Inc (Swainsboro, GA)",2X4-8 #4 SYP HT,2025-07-21 00:00:00,209.962315182113,2x4,8,4
East,"Interfor US, Inc (Swainsboro, GA)",2X4-10 #4 SYP KD-HT,2025-07-21 00:00:00,210.050447836538,2x4,10,4
East,"Interfor US, Inc (Swainsboro, GA)",2X4-12 #4 SYP HT,2025-07-21 00:00:00,210.000450721154,2x4,12,4
East,"Interfor US, Inc (Swainsboro, GA)",2X4-14 #4 SYP HT,2025-07-21 00:00:00,209.999484801649,2x4,14,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-8 #4 SYP HT,2025-07-21 00:00:00,200.005709992487,2x4,8,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-12 #4 SYP HT,2025-07-21 00:00:00,199.975661057692,2x4,12,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-14 #4 SYP HT,2025-07-21 00:00:00,200.00996050146,2x4,14,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-16 #4 SYP HT,2025-07-21 00:00:00,200.065870153291,2x4,16,4
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X8-14 #3 SYP KD-HT,2025-07-21 00:00:00,188.0,2x8,14,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X8-16 #3 SYP KD-HT,2025-07-21 00:00:00,235.028690025638,2x8,16,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X8-12 #3 SYP KD-HT,2025-07-21 00:00:00,234.999990234375,2x8,12,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X8-16 #3 SYP KD-HT,2025-07-21 00:00:00,235.01911532514,2x8,16,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X8-8 #3 SYP KD-HT,2025-07-21 00:00:00,235.0,2x8,8,3
West,"Weyerhaeuser NR Company (Dodson, LA)",2X4-4 #4 SYP HT,2025-07-21 00:00:00,170.0,2x4,,4
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X4-6 #4 SYP KD-HT,2025-07-21 00:00:00,155.0,2x4,6,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-10 #4 SYP HT,2025-07-21 00:00:00,160.0,2x6,10,4
Central,"Interfor US, Inc (Belk, AL)",2X4-16 #3 SYP KD-HT,2025-07-21 00:00:00,354.60352386806,2x4,16,3
Central,"Mission Forest Products, LP (Corinth, MS)",2X6-2 #4 SYP HT,2025-07-21 00:00:00,60.0,2x6,,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-10 #4 SYP KD-HT,2025-07-21 00:00:00,150.036017628205,2x4,10,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-8 #4 SYP HT,2025-07-21 00:00:00,157.102382485512,2x4,8,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-8 #4 SYP HT,2025-07-21 00:00:00,157.102382485512,2x4,8,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X8-10 #4 SYP HT,2025-07-21 00:00:00,155.006381841359,2x8,10,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-10 #4 SYP KD-HT,2025-07-21 00:00:00,158.863954524244,2x4,10,4
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X6-8 #4 SYP HT,2025-07-21 00:00:00,140.0,2x6,8,4
Central,"Canfor Southern Pine (Bucks, AL)",2X4-8 #3 SYP KD-HT,2025-07-21 00:00:00,215.038766678687,2x4,8,3
Central,"Canfor Southern Pine (Bucks, AL)",2X4-12 #3 SYP KD-HT,2025-07-21 00:00:00,215.000010216346,2x4,12,3
Central,"Canfor Southern Pine (Bucks, AL)",2X4-16 #3 SYP KD-HT,2025-07-21 00:00:00,215.000010516827,2x4,16,3
Central,"Canfor Southern Pine (Bucks, AL)",2X4-8 #3 SYP KD-HT,2025-07-21 00:00:00,215.018111784953,2x4,8,3
Central,"Canfor Southern Pine (Bucks, AL)",2X4-10 #3 SYP KD-HT,2025-07-21 00:00:00,215.022666391923,2x4,10,3
West,"Cal-Tex Lumber Co. (Pollok, TX)",4X4-8 #4 SYP HT,2025-07-22 00:00:00,304.6875,4x4,8,4
Central,"Canfor Southern Pine (Fulton, AL)",2X12-8 #3 SYP KD-HT,2025-07-22 00:00:00,215.0,2x12,8,3
Central,"Canfor Southern Pine (Fulton, AL)",2X12-12 #3 SYP KD-HT,2025-07-22 00:00:00,214.999988932292,2x12,12,3
Central,"Canfor Southern Pine (Fulton, AL)",2X12-16 #3 SYP KD-HT,2025-07-22 00:00:00,215.0,2x12,16,3
West,"Georgia-Pacific Corp. (Diboll, TX)",2X6-10 #3 SYP KD-HT,2025-07-22 00:00:00,220.0,2x6,10,3
Central,"Georgia-Pacific Corp. (Taylorsville, MS)",4X4-8 #4 SYP HT,2025-07-22 00:00:00,325.0,4x4,8,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-8 #4 SYP HT,2025-07-22 00:00:00,210.063119927863,2x4,8,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-10 #4 SYP KD-HT,2025-07-22 00:00:00,209.999991105769,2x4,10,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-12 #4 SYP HT,2025-07-22 00:00:00,209.999981971154,2x4,12,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-14 #4 SYP HT,2025-07-22 00:00:00,210.036063884596,2x4,14,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-16 #4 SYP HT,2025-07-22 00:00:00,210.0,2x4,16,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X6-8 #4 SYP HT,2025-07-22 00:00:00,205.0,2x6,8,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X6-10 #4 SYP HT,2025-07-22 00:00:00,205.0,2x6,10,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X6-12 #4 SYP HT,2025-07-22 00:00:00,205.0,2x6,12,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X6-14 #4 SYP HT,2025-07-22 00:00:00,204.999984654018,2x6,14,4
Central,"Hood Industries, Inc (Waynesboro, MS)",2X10-8 #4 SYP HT,2025-07-22 00:00:00,200.0,2x10,8,4
Central,"Hood Industries, Inc (Waynesboro, MS)",2X10-10 #4 SYP HT,2025-07-22 00:00:00,200.0,2x10,10,4
Central,"Hood Industries, Inc (Waynesboro, MS)",2X10-12 #4 SYP HT,2025-07-22 00:00:00,200.0,2x10,12,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-10 #4 SYP KD-HT,2025-07-22 00:00:00,200.007766559414,2x4,10,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-12 #4 SYP HT,2025-07-22 00:00:00,200.0,2x4,12,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-8 #4 SYP HT,2025-07-22 00:00:00,200.058621731289,2x4,8,4
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-14 #4 SYP HT,2025-07-22 00:00:00,200.036063884596,2x4,14,4
West,"Interfor US, Inc (Monticello, AR)",2X4-8 #4 SYP HT,2025-07-22 00:00:00,222.681610735505,2x4,8,4
West,"Interfor US, Inc (Monticello, AR)",2X4-8 #4 SYP HT,2025-07-22 00:00:00,222.681610735505,2x4,8,4
West,"Interfor US, Inc (Monticello, AR)",2X4-8 #4 SYP HT,2025-07-22 00:00:00,222.681610735505,2x4,8,4
Central,"Meadwestvaco Corporation (Cottonton, AL)",4X6-4 #4 SYP HT,2025-07-22 00:00:00,330.0,4x6,,4
Central,"Meadwestvaco Corporation (Cottonton, AL)",4X6-6 #4 SYP HT,2025-07-22 00:00:00,330.0,4x6,6,4
Central,"Meadwestvaco Corporation (Cottonton, AL)",4X6-8 #4 SYP HT,2025-07-22 00:00:00,360.0,4x6,8,4
Central,"Meadwestvaco Corporation (Cottonton, AL)",4X6-12 #4 SYP HT,2025-07-22 00:00:00,360.0,4x6,12,4
Central,"Meadwestvaco Corporation (Cottonton, AL)",4X6-16 #4 SYP HT,2025-07-22 00:00:00,360.0,4x6,16,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",4X6-8 #4 SYP HT,2025-07-22 00:00:00,275.0,4x6,8,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",4X6-10 #4 SYP HT,2025-07-22 00:00:00,235.714285714286,4x6,10,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",4X6-12 #4 SYP HT,2025-07-22 00:00:00,275.0,4x6,12,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",4X6-14 #4 SYP HT,2025-07-22 00:00:00,275.0,4x6,14,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",4X6-16 #4 SYP HT,2025-07-22 00:00:00,274.999988839286,4x6,16,4
Central,"Southern Lumber Company, Inc. (Hermanville, MS)",2X12-2 #4 SYP HT,2025-07-22 00:00:00,95.0,2x12,,4
Central,"Westervelt Lumber Division (Moundville, AL)",2X4-12 #4 SYP HT,2025-07-22 00:00:00,209.999991586538,2x4,12,4
Central,"Westervelt Lumber Division (Moundville, AL)",2X4-10 #4 SYP KD-HT,2025-07-22 00:00:00,210.05,2x4,10,4
Central,"Westervelt Lumber Division (Moundville, AL)",2X4-8 #4 SYP HT,2025-07-22 00:00:00,209.943027134229,2x4,8,4
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-12 #3 SYP KD-HT,2025-07-22 00:00:00,205.0,2x10,12,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-16 #3 SYP KD-HT,2025-07-22 00:00:00,215.009162192108,2x10,16,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-12 #4 SYP HT,2025-07-22 00:00:00,200.0,2x10,12,4
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-8 #4 SYP HT,2025-07-22 00:00:00,199.995898517607,2x10,8,4
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-14 #4 SYP HT,2025-07-22 00:00:00,199.997125726295,2x10,14,4
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X8-8 #3 SYP KD-HT,2025-07-22 00:00:00,235.0,2x8,8,3
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X10-12 #3 SYP KD-HT,2025-07-22 00:00:00,205.0,2x10,12,3
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X10-14 #4 SYP HT,2025-07-22 00:00:00,200.003000042858,2x10,14,4
Central,"Weyerhaeuser NR Company (Millport, AL)",2X10-8 #3 SYP KD-HT,2025-07-22 00:00:00,200.008522969403,2x10,8,3
Central,"Weyerhaeuser NR Company (Millport, AL)",2X10-16 #4 SYP HT,2025-07-22 00:00:00,214.996814675928,2x10,16,4
Central,"Weyerhaeuser NR Company (Millport, AL)",2X10-8 #4 SYP HT,2025-07-22 00:00:00,204.984766815093,2x10,8,4
Central,"Weyerhaeuser NR Company (Millport, AL)",2X10-12 #4 SYP HT,2025-07-22 00:00:00,205.0,2x10,12,4
Central,"Weyerhaeuser NR Company (Millport, AL)",2X10-16 #4 SYP HT,2025-07-22 00:00:00,205.007606937771,2x10,16,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-8 #3 SYP KD-HT,2025-07-22 00:00:00,175.0,2x6,8,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-20 #3 SYP KD-HT,2025-07-22 00:00:00,216.000014322917,2x6,20,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-20 #3 SYP KD-HT,2025-07-22 00:00:00,216.000014322917,2x6,20,3
Central,"Interfor US, Inc (Bay Springs, MS)",2X4-14 #3 SYP KD-HT,2025-07-22 00:00:00,324.946984331402,2x4,14,3
Central,"Interfor US, Inc (Bay Springs, MS)",2X4-16 #4 SYP HT,2025-07-22 00:00:00,204.997070356515,2x4,16,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-8 #4 SYP HT,2025-07-22 00:00:00,157.102382485512,2x4,8,4
Central,"Gloster Forest Products (Gloster, MS)",2X6-8 #4 SYP HT,2025-07-22 00:00:00,132.391304347826,2x6,8,4
Central,"Gloster Forest Products (Gloster, MS)",2X6-8 #4 SYP HT,2025-07-22 00:00:00,145.000008370536,2x6,8,4
West,"Canfor Southern Pine (Strong, AR)",2X12-8 #4 SYP HT,2025-07-23 00:00:00,97.499994140625,2x12,8,4
West,"Canfor Southern Pine (Strong, AR)",2X12-10 #4 SYP HT,2025-07-23 00:00:00,195.0,2x12,10,4
West,"Canfor Southern Pine (Strong, AR)",2X12-12 #4 SYP HT,2025-07-23 00:00:00,194.999988606771,2x12,12,4
West,"Canfor Southern Pine (Strong, AR)",2X12-16 #4 SYP HT,2025-07-23 00:00:00,194.999987792969,2x12,16,4
Central,"Canfor Southern Pine (Fulton, AL)",2X4-8 #3 SYP KD-HT,2025-07-23 00:00:00,235.106402164112,2x4,8,3
Central,"Canfor Southern Pine (Fulton, AL)",2X4-10 #3 SYP KD-HT,2025-07-23 00:00:00,235.000432692308,2x4,10,3
Central,"Canfor Southern Pine (Fulton, AL)",2X4-12 #3 SYP KD-HT,2025-07-23 00:00:00,235.000450721154,2x4,12,3
Central,"Canfor Southern Pine (Fulton, AL)",2X4-14 #3 SYP KD-HT,2025-07-23 00:00:00,235.000374758532,2x4,14,3
Central,"Canfor Southern Pine (Fulton, AL)",2X6-8 #3 SYP KD-HT,2025-07-23 00:00:00,205.000439453125,2x6,8,3
Central,"Canfor Southern Pine (Fulton, AL)",2X4-8 #3 SYP KD-HT,2025-07-23 00:00:00,219.992112676056,2x4,8,3
Central,"Canfor Southern Pine (Fulton, AL)",2X4-10 #3 SYP KD-HT,2025-07-23 00:00:00,219.987393185506,2x4,10,3
Central,"Canfor Southern Pine (Fulton, AL)",2X4-12 #3 SYP KD-HT,2025-07-23 00:00:00,220.0,2x4,12,3
Central,"Canfor Southern Pine (Fulton, AL)",2X4-14 #4 SYP HT,2025-07-23 00:00:00,220.036063884596,2x4,14,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-10 #3 SYP KD-HT,2025-07-23 00:00:00,220.0,2x6,10,3
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-10 #4 SYP KD-HT,2025-07-23 00:00:00,195.0,2x4,10,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-12 #4 SYP HT,2025-07-23 00:00:00,155.000006510417,2x6,12,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-10 #4 SYP HT,2025-07-23 00:00:00,155.0,2x6,10,4
Central,"Hood Industries, Inc (Waynesboro, MS)",2X10-4 #4 SYP HT,2025-07-23 00:00:00,190.0,2x10,,4
West,"Martco Limited Partnership - Plywood Div (Chopin, LA)",6X6-8 #4 SYP HT,2025-07-23 00:00:00,380.0,6x6,8,4
West,"Martco Limited Partnership - Plywood Div (Chopin, LA)",6X6-8 #4 SYP HT,2025-07-23 00:00:00,380.0,6x6,8,4
West,"Martco Limited Partnership - Plywood Div (Chopin, LA)",6X6-8 #4 SYP HT,2025-07-23 00:00:00,380.0,6x6,8,4
West,"Martco Limited Partnership - Plywood Div (Chopin, LA)",6X6-8 #4 SYP HT,2025-07-23 00:00:00,380.0,6x6,8,4
West,"Martco Limited Partnership - Plywood Div (Chopin, LA)",6X6-8 #4 SYP HT,2025-07-23 00:00:00,380.0,6x6,8,4
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X6-8 #4 SYP HT,2025-07-23 00:00:00,354.999977678571,4x6,8,4
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X6-10 #4 SYP HT,2025-07-23 00:00:00,355.0,4x6,10,4
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X6-12 #4 SYP HT,2025-07-23 00:00:00,355.0,4x6,12,4
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X6-14 #4 SYP HT,2025-07-23 00:00:00,355.0,4x6,14,4
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X6-16 #4 SYP HT,2025-07-23 00:00:00,354.999977678571,4x6,16,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-8 #4 SYP HT,2025-07-23 00:00:00,200.0,2x4,8,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-10 #4 SYP KD-HT,2025-07-23 00:00:00,200.0,2x4,10,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-12 #4 SYP HT,2025-07-23 00:00:00,200.0,2x4,12,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-14 #4 SYP HT,2025-07-23 00:00:00,200.034346556758,2x4,14,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-16 #4 SYP HT,2025-07-23 00:00:00,200.0,2x4,16,4
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-16 #3 SYP KD-HT,2025-07-23 00:00:00,265.043802499488,2x4,16,3
Central,"Littrell Lumber Mill, Inc (Decatur, AL)",6X6-8 #4 SYP HT,2025-07-23 00:00:00,350.00048828125,6x6,8,4
Central,"Littrell Lumber Mill, Inc (Decatur, AL)",6X6-10 #4 SYP HT,2025-07-23 00:00:00,350.000494791667,6x6,10,4
Central,"Littrell Lumber Mill, Inc (Decatur, AL)",6X6-12 #4 SYP HT,2025-07-23 00:00:00,350.000482253086,6x6,12,4
Central,"Westervelt Lumber Division (Moundville, AL)",6X6-8 #4 SYP HT,2025-07-23 00:00:00,325.0,6x6,8,4
Central,"Westervelt Lumber Division (Moundville, AL)",6X6-10 #4 SYP HT,2025-07-23 00:00:00,325.0,6x6,10,4
Central,"Westervelt Lumber Division (Moundville, AL)",6X6-12 #4 SYP HT,2025-07-23 00:00:00,325.0,6x6,12,4
Central,"Westervelt Lumber Division (Moundville, AL)",6X6-14 #4 SYP HT,2025-07-23 00:00:00,325.0,6x6,14,4
Central,"Westervelt Lumber Division (Moundville, AL)",6X6-16 #4 SYP HT,2025-07-23 00:00:00,325.0,6x6,16,4
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-8 #3 SYP KD-HT,2025-07-23 00:00:00,200.046882325363,2x10,8,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-10 #3 SYP KD-HT,2025-07-23 00:00:00,200.0300030003,2x10,10,3
Central,"Weyerhaeuser NR Company (Magnolia, MS)",2X10-16 #3 SYP KD-HT,2025-07-23 00:00:00,200.0,2x10,16,3
West,"Weyerhaeuser NR Company (Holden, LA)",4X4-12 #4 SYP HT,2025-07-23 00:00:00,252.083333333333,4x4,12,4
West,"Weyerhaeuser NR Company (Holden, LA)",4X4-12 #4 SYP HT,2025-07-23 00:00:00,275.0,4x4,12,4
West,"Weyerhaeuser NR Company (Holden, LA)",4X4-10 #4 SYP HT,2025-07-23 00:00:00,275.028332989903,4x4,10,4
West,"Weyerhaeuser NR Company (Holden, LA)",4X4-10 #4 SYP HT,2025-07-23 00:00:00,274.990213248171,4x4,10,4
West,"Weyerhaeuser NR Company (Holden, LA)",4X4-12 #4 SYP HT,2025-07-23 00:00:00,275.000020032051,4x4,12,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X10-12 #4 SYP HT,2025-07-23 00:00:00,201.0,2x10,12,4
West,"Weyerhaeuser NR Company (Dierks, AR)",2X10-8 #4 SYP HT,2025-07-23 00:00:00,196.00966392615,2x10,8,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-8 #3 SYP KD-HT,2025-07-23 00:00:00,191.309664533485,2x10,8,3
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-16 #4 SYP HT,2025-07-23 00:00:00,200.008203445447,2x10,16,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-10 #4 SYP HT,2025-07-23 00:00:00,200.0,2x10,10,4
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X10-8 #4 SYP HT,2025-07-23 00:00:00,199.993437705072,2x10,8,4
West,"Weyerhaeuser NR Company (Idabel, OK)",2X8-14 #3 SYP KD-HT,2025-07-23 00:00:00,235.0,2x8,14,3
West,"Weyerhaeuser NR Company (Idabel, OK)",2X8-16 #3 SYP KD-HT,2025-07-23 00:00:00,235.011461008838,2x8,16,3
West,"Weyerhaeuser NR Company (Idabel, OK)",2X10-16 #4 SYP HT,2025-07-23 00:00:00,200.008203445447,2x10,16,4
West,"Weyerhaeuser NR Company (Idabel, OK)",2X10-12 #4 SYP HT,2025-07-23 00:00:00,200.0,2x10,12,4
West,"Weyerhaeuser NR Company (Idabel, OK)",2X10-8 #4 SYP HT,2025-07-23 00:00:00,199.934395501406,2x10,8,4
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X8-8 #3 SYP KD-HT,2025-07-23 00:00:00,235.000009765625,2x8,8,3
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X8-12 #3 SYP KD-HT,2025-07-23 00:00:00,235.0,2x8,12,3
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #4 SYP KD-HT,2025-07-23 00:00:00,165.002121070716,2x4,10,4
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-8 #3 SYP KD-HT,2025-07-23 00:00:00,235.0028682647,2x4,8,3
West,"Canfor Southern Pine (El Dorado, AR)",2X4-8 #3 SYP KD-HT,2025-07-23 00:00:00,235.000468785215,2x4,8,3
West,"Canfor Southern Pine (El Dorado, AR)",2X4-10 #3 SYP KD-HT,2025-07-23 00:00:00,235.000450734698,2x4,10,3
West,"Canfor Southern Pine (El Dorado, AR)",2X4-12 #3 SYP KD-HT,2025-07-23 00:00:00,235.000360576923,2x4,12,3
West,"Canfor Southern Pine (El Dorado, AR)",2X4-8 #3 SYP KD-HT,2025-07-23 00:00:00,235.000468785215,2x4,8,3
West,"Canfor Southern Pine (El Dorado, AR)",2X4-10 #3 SYP KD-HT,2025-07-23 00:00:00,235.000450734698,2x4,10,3
West,"Canfor Southern Pine (El Dorado, AR)",2X4-12 #3 SYP KD-HT,2025-07-23 00:00:00,235.000360576923,2x4,12,3
East,"Beasley Forest Prod - Yawn (Hazlehurst, GA)",6X6-10 #4 SYP HT,2025-07-23 00:00:00,268.125,6x6,10,4
East,"Beasley Forest Prod - Yawn (Hazlehurst, GA)",6X6-12 #4 SYP HT,2025-07-23 00:00:00,325.000018325617,6x6,12,4
Central,"Westervelt Lumber Division (Thomasville, AL)",2X6-8 #4 SYP HT,2025-07-23 00:00:00,200.0,2x6,8,4
Central,"Westervelt Lumber Division (Thomasville, AL)",2X6-10 #4 SYP HT,2025-07-23 00:00:00,200.0,2x6,10,4
Central,"Westervelt Lumber Division (Thomasville, AL)",2X6-12 #4 SYP HT,2025-07-23 00:00:00,199.999990017361,2x6,12,4
Central,"Interfor US, Inc (Bay Springs, MS)",2X6-6 #4 SYP HT,2025-07-23 00:00:00,182.496002103365,2x6,6,4
Central,"Interfor US, Inc (Bay Springs, MS)",2X4-4 #4 SYP HT,2025-07-23 00:00:00,213.424481670673,2x4,,4
Central,"Interfor US, Inc (Bay Springs, MS)",2X6-4 #4 SYP KD-HT,2025-07-23 00:00:00,185.936138509115,2x6,,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-10 #4 SYP KD-HT,2025-07-23 00:00:00,150.036017628205,2x4,10,4
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-10 #4 SYP KD-HT,2025-07-23 00:00:00,150.036017628205,2x4,10,4
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-14 #3 SYP KD-HT,2025-07-23 00:00:00,225.0,2x8,14,3
Central,"Gloster Forest Products (Gloster, MS)",2X12-16 #4 SYP HT,2025-07-23 00:00:00,165.0,2x12,16,4
Central,"Gloster Forest Products (Gloster, MS)",2X12-16 #4 SYP HT,2025-07-23 00:00:00,165.0,2x12,16,4
Central,"Gloster Forest Products (Gloster, MS)",2X12-8 #4 SYP HT,2025-07-23 00:00:00,164.999988839286,2x12,8,4
Central,"Gloster Forest Products (Gloster, MS)",2X12-10 #4 SYP HT,2025-07-23 00:00:00,165.0,2x12,10,4
Central,"Gloster Forest Products (Gloster, MS)",2X12-12 #4 SYP HT,2025-07-23 00:00:00,165.0,2x12,12,4
Central,"Gloster Forest Products (Gloster, MS)",2X12-16 #4 SYP HT,2025-07-23 00:00:00,165.000013760653,2x12,16,4
Central,"Canfor Southern Pine (Bucks, AL)",2X4-8 #3 SYP KD-HT,2025-07-23 00:00:00,110.01652892562,2x4,8,3
Central,"Canfor Southern Pine (Bucks, AL)",2X4-10 #3 SYP KD-HT,2025-07-23 00:00:00,220.039668229354,2x4,10,3
Central,"Canfor Southern Pine (Bucks, AL)",2X4-12 #3 SYP KD-HT,2025-07-23 00:00:00,220.0,2x4,12,3
Central,"Canfor Southern Pine (Bucks, AL)",2X4-14 #3 SYP KD-HT,2025-07-23 00:00:00,220.037781212433,2x4,14,3
Central,"Canfor Southern Pine (Bucks, AL)",2X4-16 #3 SYP KD-HT,2025-07-23 00:00:00,220.09918845807,2x4,16,3
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X4-8 #4 SYP HT,2025-07-24 00:00:00,221.223171592067,2x4,8,4
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X4-12 #4 SYP HT,2025-07-24 00:00:00,212.0,2x4,12,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-10 #4 SYP HT,2025-07-24 00:00:00,155.0,2x6,10,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-14 #4 SYP HT,2025-07-24 00:00:00,195.0,2x4,14,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-8 #4 SYP HT,2025-07-24 00:00:00,195.0,2x4,8,4
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-10 #3 SYP KD-HT,2025-07-24 00:00:00,220.0,2x6,10,3
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-12 #4 SYP HT,2025-07-24 00:00:00,218.237179487179,2x4,12,4
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-14 #4 SYP HT,2025-07-24 00:00:00,208.693584815945,2x4,14,4
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-10 #4 SYP KD-HT,2025-07-24 00:00:00,194.0078125,2x4,10,4
West,"Georgia-Pacific Corp. (Diboll, TX)",2X6-10 #4 SYP HT,2025-07-24 00:00:00,163.761488970588,2x6,10,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-8 #4 SYP HT,2025-07-24 00:00:00,210.063119927863,2x4,8,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-10 #4 SYP KD-HT,2025-07-24 00:00:00,209.999991105769,2x4,10,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-12 #4 SYP HT,2025-07-24 00:00:00,209.999981971154,2x4,12,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-14 #4 SYP HT,2025-07-24 00:00:00,210.036063884596,2x4,14,4
East,"Georgia-Pacific Corp. (Rome, GA)",2X4-16 #4 SYP HT,2025-07-24 00:00:00,210.0,2x4,16,4
