mill,product,count
"Trimjoist Corporation (Columbus, MS)",2x4 | #3 | 8ft,1
"Two Rivers Lumber Company, LLC (Demopolis, AL)",2x6 | #3 | 16ft,1
"Two Rivers Lumber Company, LLC (Demopolis, AL)",2x6 | #3 | 8ft,1
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x10 | #4 | 16ft,23
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x4 | #4 | 10ft,23
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x4 | #4 | 16ft,23
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x4 | #4 | 12ft,22
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x4 | #4 | 14ft,22
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x4 | #4 | 8ft,21
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x6 | #4 | 12ft,21
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x6 | #4 | 14ft,20
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x10 | #4 | 12ft,17
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x10 | #4 | 14ft,17
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x6 | #4 | 16ft,17
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x10 | #4 | 10ft,16
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x10 | #4 | 8ft,16
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x6 | #4 | 10ft,16
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x8 | #4 | 16ft,15
"Vicksburg Forest Products, LLC (Vicksburg, MS)",4x6 | #4 | 16ft,15
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x6 | #4 | 8ft,14
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x8 | #4 | 14ft,14
"Vicksburg Forest Products, LLC (Vicksburg, MS)",4x6 | #4 | 12ft,14
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x8 | #4 | 12ft,13
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x8 | #4 | 8ft,11
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x4 | #3 | 8ft,10
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x6 | #3 | 10ft,10
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x8 | #4 | 10ft,10
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x4 | #4 | 6ft,9
"Vicksburg Forest Products, LLC (Vicksburg, MS)",4x4 | #4 | 12ft,8
"Vicksburg Forest Products, LLC (Vicksburg, MS)",4x4 | #4 | <NA>ft,8
"Vicksburg Forest Products, LLC (Vicksburg, MS)",4x6 | #4 | 8ft,8
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x6 | #4 | <NA>ft,7
"Vicksburg Forest Products, LLC (Vicksburg, MS)",4x6 | #4 | 10ft,7
"Vicksburg Forest Products, LLC (Vicksburg, MS)",4x6 | #4 | <NA>ft,7
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x4 | #4 | <NA>ft,6
"Vicksburg Forest Products, LLC (Vicksburg, MS)",4x4 | #4 | 10ft,5
"Vicksburg Forest Products, LLC (Vicksburg, MS)",4x4 | #4 | 16ft,5
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x6 | #3 | 8ft,4
"Vicksburg Forest Products, LLC (Vicksburg, MS)",4x4 | #4 | 14ft,4
"Vicksburg Forest Products, LLC (Vicksburg, MS)",4x6 | #4 | 6ft,4
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x10 | #3 | 10ft,3
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x10 | #3 | 12ft,3
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x10 | #3 | 14ft,3
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x10 | #3 | 8ft,3
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x4 | #3 | 10ft,3
"Vicksburg Forest Products, LLC (Vicksburg, MS)",4x4 | #4 | 8ft,3
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x10 | #3 | 16ft,2
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x6 | #3 | 14ft,2
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x8 | #3 | 12ft,2
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x8 | #3 | 8ft,2
"Vicksburg Forest Products, LLC (Vicksburg, MS)",4x6 | #4 | 14ft,2
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x10 | #4 | 6ft,1
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x6 | #3 | 12ft,1
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x6 | #4 | 6ft,1
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x8 | #3 | 10ft,1
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x8 | #3 | 14ft,1
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x8 | #3 | 16ft,1
"Vicksburg Forest Products, LLC (Vicksburg, MS)",2x8 | #4 | 6ft,1
"Warren Timbers Company, LLC (Warren, AR)",6x6 | #4 | 12ft,10
"Warren Timbers Company, LLC (Warren, AR)",6x6 | #4 | 10ft,7
"Warren Timbers Company, LLC (Warren, AR)",6x6 | #4 | 8ft,5
"Warren Timbers Company, LLC (Warren, AR)",4x4 | #4 | 10ft,2
"Warren Timbers Company, LLC (Warren, AR)",4x4 | #4 | 12ft,2
"Warren Timbers Company, LLC (Warren, AR)",4x4 | #4 | 8ft,2
"Warren Timbers Company, LLC (Warren, AR)",6x6 | #4 | 14ft,1
"West Fraser Mills Ltd (, )",2x8 | #3 | 16ft,1
"West Fraser Mills Ltd (Dudley, GA)",2x4 | #3 | <NA>ft,1
"West Fraser Mills Ltd (Joyce, LA)",2x8 | #3 | 8ft,4
"West Fraser Mills Ltd (Joyce, LA)",2x10 | #3 | 10ft,3
"West Fraser Mills Ltd (Joyce, LA)",2x10 | #3 | 14ft,3
"West Fraser Mills Ltd (Joyce, LA)",2x10 | #3 | 16ft,3
"West Fraser Mills Ltd (Joyce, LA)",2x10 | #3 | 12ft,2
"West Fraser Mills Ltd (Joyce, LA)",2x10 | #4 | 12ft,2
"West Fraser Mills Ltd (Joyce, LA)",2x10 | #4 | 8ft,2
"West Fraser Mills Ltd (Joyce, LA)",2x8 | #3 | 14ft,2
"West Fraser Mills Ltd (Joyce, LA)",2x8 | #3 | 16ft,2
"West Fraser Mills Ltd (Joyce, LA)",2x10 | #3 | 8ft,1
"West Fraser Mills Ltd (Joyce, LA)",2x10 | #4 | 10ft,1
"West Fraser Mills Ltd (Joyce, LA)",2x4 | #3 | 10ft,1
"West Fraser Mills Ltd (Joyce, LA)",2x8 | #3 | 10ft,1
"West Fraser Mills Ltd (Joyce, LA)",2x8 | #3 | 18ft,1
"West Fraser Mills Ltd (Joyce, LA)",2x8 | #3 | 20ft,1
"West Fraser Mills Ltd (Leola, AR)",2x10 | #4 | 10ft,1
"West Fraser Mills Ltd (Leola, AR)",2x10 | #4 | 12ft,1
"West Fraser Mills Ltd (Leola, AR)",2x10 | #4 | 14ft,1
"West Fraser Mills Ltd (Leola, AR)",2x10 | #4 | 16ft,1
"West Fraser Mills Ltd (Leola, AR)",2x10 | #4 | 8ft,1
"West Fraser Mills Ltd (Leola, AR)",2x6 | #4 | 10ft,1
"West Fraser Mills Ltd (Leola, AR)",2x6 | #4 | 12ft,1
"West Fraser Mills Ltd (Leola, AR)",2x6 | #4 | 16ft,1
"West Fraser Mills Ltd (Leola, AR)",2x6 | #4 | 20ft,1
"West Fraser Mills Ltd (Leola, AR)",2x6 | #4 | 8ft,1
"West Fraser Mills Ltd (Leola, AR)",2x8 | #3 | 16ft,1
"West Fraser Mills Ltd (Leola, AR)",2x8 | #3 | 8ft,1
"West Fraser Mills Ltd (New Boston, TX)",2x10 | #4 | 8ft,11
"West Fraser Mills Ltd (New Boston, TX)",2x10 | #4 | 10ft,10
"West Fraser Mills Ltd (New Boston, TX)",2x10 | #4 | 12ft,10
"West Fraser Mills Ltd (New Boston, TX)",2x12 | #4 | 12ft,10
"West Fraser Mills Ltd (New Boston, TX)",2x12 | #4 | 8ft,10
"West Fraser Mills Ltd (New Boston, TX)",2x10 | #4 | 14ft,9
"West Fraser Mills Ltd (New Boston, TX)",2x12 | #4 | 10ft,9
"West Fraser Mills Ltd (New Boston, TX)",2x12 | #4 | 16ft,9
"West Fraser Mills Ltd (New Boston, TX)",2x10 | #4 | 16ft,8
"West Fraser Mills Ltd (New Boston, TX)",2x4 | #3 | 8ft,6
"West Fraser Mills Ltd (New Boston, TX)",2x8 | #3 | 8ft,5
"West Fraser Mills Ltd (New Boston, TX)",2x8 | #4 | 10ft,5
"West Fraser Mills Ltd (New Boston, TX)",2x8 | #4 | 12ft,5
"West Fraser Mills Ltd (New Boston, TX)",2x8 | #4 | 14ft,5
"West Fraser Mills Ltd (New Boston, TX)",2x8 | #4 | 16ft,5
"West Fraser Mills Ltd (New Boston, TX)",2x8 | #4 | 8ft,5
"West Fraser Mills Ltd (New Boston, TX)",2x12 | #4 | 14ft,4
"West Fraser Mills Ltd (New Boston, TX)",2x6 | #4 | 12ft,4
"West Fraser Mills Ltd (New Boston, TX)",2x6 | #4 | 14ft,4
"West Fraser Mills Ltd (New Boston, TX)",2x6 | #4 | 16ft,4
"West Fraser Mills Ltd (New Boston, TX)",2x6 | #4 | 8ft,4
"West Fraser Mills Ltd (New Boston, TX)",2x10 | #3 | 8ft,2
"West Fraser Mills Ltd (New Boston, TX)",2x8 | #3 | 16ft,2
"West Fraser Mills Ltd (New Boston, TX)",2x10 | #3 | 10ft,1
"West Fraser Mills Ltd (New Boston, TX)",2x10 | #3 | 14ft,1
"West Fraser Mills Ltd (New Boston, TX)",2x10 | #3 | 16ft,1
"West Fraser Mills Ltd (New Boston, TX)",2x12 | #3 | 8ft,1
"West Fraser Mills Ltd (New Boston, TX)",2x6 | #3 | 10ft,1
"West Fraser Mills Ltd (New Boston, TX)",2x6 | #3 | 8ft,1
"West Fraser Mills Ltd. (Henderson, TX)",2x4 | #3 | 8ft,12
"West Fraser Mills Ltd. (Henderson, TX)",2x4 | #3 | 10ft,6
"West Fraser Mills Ltd. (Huttig, AR)",2x8 | #4 | 12ft,9
"West Fraser Mills Ltd. (Huttig, AR)",2x8 | #4 | 16ft,9
"West Fraser Mills Ltd. (Huttig, AR)",2x8 | #4 | 8ft,9
"West Fraser Mills Ltd. (Huttig, AR)",2x8 | #4 | 10ft,8
"West Fraser Mills Ltd. (Huttig, AR)",2x8 | #4 | 14ft,6
"West Fraser Mills Ltd. (Huttig, AR)",2x4 | #4 | 10ft,4
"West Fraser Mills Ltd. (Huttig, AR)",2x4 | #4 | 12ft,4
"West Fraser Mills Ltd. (Huttig, AR)",2x4 | #4 | 14ft,4
"West Fraser Mills Ltd. (Huttig, AR)",2x4 | #4 | 16ft,4
"West Fraser Mills Ltd. (Huttig, AR)",2x4 | #4 | 8ft,4
"West Fraser Mills Ltd. (Huttig, AR)",2x6 | #4 | 10ft,3
"West Fraser Mills Ltd. (Huttig, AR)",2x6 | #4 | 12ft,3
"West Fraser Mills Ltd. (Huttig, AR)",2x6 | #4 | 16ft,3
"West Fraser Mills Ltd. (Huttig, AR)",2x6 | #4 | 8ft,2
"West Fraser Mills Ltd. (Huttig, AR)",2x6 | #4 | 14ft,1
"West Fraser Mills Ltd. (Mansfield, AR)",6x6 | #4 | 12ft,8
"West Fraser Mills Ltd. (Mansfield, AR)",6x6 | #4 | 16ft,8
"West Fraser Mills Ltd. (Mansfield, AR)",4x6 | #4 | 10ft,7
"West Fraser Mills Ltd. (Mansfield, AR)",2x8 | #3 | 10ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",2x8 | #3 | 12ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",2x8 | #3 | 14ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",2x8 | #3 | 16ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",2x8 | #3 | 8ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",2x8 | #4 | 10ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",2x8 | #4 | 12ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",2x8 | #4 | 14ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",2x8 | #4 | 16ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",4x6 | #4 | 12ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",4x6 | #4 | 16ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",6x6 | #4 | 10ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",6x6 | #4 | 14ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",6x6 | #4 | 8ft,5
"West Fraser Mills Ltd. (Mansfield, AR)",2x8 | #4 | 8ft,4
"West Fraser Mills Ltd. (Mansfield, AR)",4x6 | #4 | 14ft,4
"West Fraser Mills Ltd. (Mansfield, AR)",4x6 | #4 | 8ft,4
"West Fraser Mills Ltd. (Mansfield, AR)",2x6 | #4 | 10ft,3
"West Fraser Mills Ltd. (Mansfield, AR)",2x6 | #4 | 12ft,3
"West Fraser Mills Ltd. (Mansfield, AR)",2x6 | #4 | 8ft,3
"West Fraser Mills Ltd. (Mansfield, AR)",2x8 | #3 | 18ft,3
"West Fraser Mills Ltd. (Mansfield, AR)",2x8 | #3 | 20ft,3
"West Fraser Mills Ltd. (Mansfield, AR)",4x6 | #4 | 6ft,3
"West Fraser Mills Ltd. (Mansfield, AR)",4x6 | #4 | <NA>ft,3
"West Fraser Mills Ltd. (Mansfield, AR)",2x10 | #4 | 10ft,2
"West Fraser Mills Ltd. (Mansfield, AR)",2x10 | #4 | 12ft,2
"West Fraser Mills Ltd. (Mansfield, AR)",2x10 | #4 | 14ft,2
"West Fraser Mills Ltd. (Mansfield, AR)",2x10 | #4 | 16ft,2
"West Fraser Mills Ltd. (Mansfield, AR)",2x10 | #4 | 8ft,2
"West Fraser Mills Ltd. (Mansfield, AR)",2x10 | #4 | <NA>ft,1
"West Fraser Mills Ltd. (Mansfield, AR)",2x12 | #4 | 10ft,1
"West Fraser Mills Ltd. (Mansfield, AR)",2x12 | #4 | 12ft,1
"West Fraser Mills Ltd. (Mansfield, AR)",2x12 | #4 | 14ft,1
"West Fraser Mills Ltd. (Mansfield, AR)",2x12 | #4 | 16ft,1
"West Fraser Mills Ltd. (Mansfield, AR)",2x12 | #4 | 8ft,1
"West Fraser Mills Ltd. (Mansfield, AR)",2x6 | #4 | 14ft,1
"West Fraser Mills Ltd. (Mansfield, AR)",6x6 | #4 | 6ft,1
"West Fraser Mills Ltd. (Mansfield, AR)",6x6 | #4 | <NA>ft,1
"West Fraser Mills Ltd. (Maplesville, AL)",2x6 | #3 | 12ft,1
"West Fraser Mills Ltd. (Maplesville, AL)",2x6 | #3 | 14ft,1
"West Fraser Mills Ltd. (Maplesville, AL)",2x6 | #3 | 16ft,1
"West Fraser Mills Ltd. (Maplesville, AL)",2x6 | #3 | 8ft,1
"West Fraser Mills Ltd. (Maplesville, AL)",2x8 | #3 | 10ft,1
"West Fraser Mills Ltd. (Maplesville, AL)",2x8 | #3 | 12ft,1
"West Fraser Mills Ltd. (Maplesville, AL)",2x8 | #3 | 14ft,1
"West Fraser Mills Ltd. (Maplesville, AL)",2x8 | #4 | 8ft,1
"West Fraser Mills Ltd. (Mc David, FL)",2x4 | #4 | 6ft,2
"West Fraser Mills Ltd. (Opelika, AL)",2x6 | #3 | 10ft,3
"West Fraser Mills Ltd. (Opelika, AL)",2x6 | #3 | 12ft,3
"West Fraser Mills Ltd. (Opelika, AL)",2x6 | #3 | 8ft,3
"West Fraser Mills Ltd. (Opelika, AL)",2x8 | #3 | 8ft,3
"West Fraser Mills Ltd. (Opelika, AL)",2x6 | #4 | 14ft,2
"West Fraser Mills Ltd. (Opelika, AL)",2x6 | #4 | 16ft,2
"West Fraser Mills Ltd. (Opelika, AL)",2x6 | #3 | 14ft,1
"West Fraser Mills Ltd. (Opelika, AL)",2x6 | #3 | 16ft,1
"West Fraser Mills Ltd. (Opelika, AL)",2x8 | #3 | 12ft,1
"West Fraser Mills Ltd. (Russellville, AR)",6x6 | #4 | 12ft,10
"West Fraser Mills Ltd. (Russellville, AR)",4x4 | #4 | 10ft,2
"West Fraser Mills Ltd. (Russellville, AR)",4x4 | #4 | 12ft,2
"West Fraser Mills Ltd. (Russellville, AR)",4x4 | #4 | 8ft,2
"West Fraser Mills Ltd. (Russellville, AR)",2x6 | #3 | 20ft,1
"West Fraser Mills Ltd. (Russellville, AR)",2x8 | #3 | 10ft,1
"West Fraser Mills Ltd. (Russellville, AR)",2x8 | #3 | 12ft,1
"West Fraser Mills Ltd. (Russellville, AR)",2x8 | #3 | 14ft,1
"West Fraser Mills Ltd. (Russellville, AR)",2x8 | #3 | 16ft,1
"West Fraser Mills Ltd. (Russellville, AR)",2x8 | #3 | 8ft,1
"West Fraser Mills Ltd. (Russellville, AR)",4x6 | #4 | 10ft,1
"West Fraser Mills Ltd. (Russellville, AR)",4x6 | #4 | 12ft,1
"West Fraser Mills Ltd. (Russellville, AR)",4x6 | #4 | 14ft,1
"West Fraser Mills Ltd. (Russellville, AR)",4x6 | #4 | 16ft,1
"West Fraser Mills Ltd. (Russellville, AR)",6x6 | #4 | 16ft,1
"West Fraser Mills Ltd. (Russellville, AR)",6x6 | #4 | 8ft,1
"Westervelt Lumber Division (Moundville, AL)",6x6 | #4 | 16ft,46
"Westervelt Lumber Division (Moundville, AL)",4x5 | #4 | 14ft,30
"Westervelt Lumber Division (Moundville, AL)",6x6 | #4 | 8ft,28
"Westervelt Lumber Division (Moundville, AL)",2x4 | #3 | 8ft,26
"Westervelt Lumber Division (Moundville, AL)",4x5 | #4 | 8ft,22
"Westervelt Lumber Division (Moundville, AL)",6x6 | #4 | 10ft,16
"Westervelt Lumber Division (Moundville, AL)",6x6 | #4 | 12ft,16
"Westervelt Lumber Division (Moundville, AL)",2x4 | #4 | 8ft,13
"Westervelt Lumber Division (Moundville, AL)",2x10 | #4 | 10ft,12
"Westervelt Lumber Division (Moundville, AL)",2x10 | #4 | 12ft,12
"Westervelt Lumber Division (Moundville, AL)",2x10 | #4 | 16ft,12
"Westervelt Lumber Division (Moundville, AL)",4x5 | #4 | 10ft,12
"Westervelt Lumber Division (Moundville, AL)",2x10 | #4 | 8ft,11
"Westervelt Lumber Division (Moundville, AL)",2x12 | #4 | 10ft,11
"Westervelt Lumber Division (Moundville, AL)",2x12 | #4 | 16ft,11
"Westervelt Lumber Division (Moundville, AL)",2x6 | #4 | 16ft,10
"Westervelt Lumber Division (Moundville, AL)",4x5 | #4 | 12ft,10
"Westervelt Lumber Division (Moundville, AL)",2x12 | #4 | 12ft,9
"Westervelt Lumber Division (Moundville, AL)",2x6 | #4 | 12ft,9
"Westervelt Lumber Division (Moundville, AL)",2x12 | #4 | 14ft,8
"Westervelt Lumber Division (Moundville, AL)",2x12 | #4 | 8ft,8
"Westervelt Lumber Division (Moundville, AL)",2x4 | #4 | 10ft,8
"Westervelt Lumber Division (Moundville, AL)",2x4 | #4 | 12ft,8
"Westervelt Lumber Division (Moundville, AL)",2x6 | #4 | 10ft,8
"Westervelt Lumber Division (Moundville, AL)",2x6 | #4 | 8ft,8
"Westervelt Lumber Division (Moundville, AL)",2x8 | #4 | 16ft,8
"Westervelt Lumber Division (Moundville, AL)",2x10 | #4 | 14ft,7
"Westervelt Lumber Division (Moundville, AL)",2x8 | #4 | 10ft,7
"Westervelt Lumber Division (Moundville, AL)",2x4 | #4 | 16ft,6
"Westervelt Lumber Division (Moundville, AL)",2x8 | #4 | 12ft,6
"Westervelt Lumber Division (Moundville, AL)",2x8 | #4 | 8ft,6
"Westervelt Lumber Division (Moundville, AL)",2x8 | #4 | 14ft,5
"Westervelt Lumber Division (Moundville, AL)",2x4 | #4 | 14ft,3
"Westervelt Lumber Division (Moundville, AL)",2x6 | #4 | 14ft,3
"Westervelt Lumber Division (Moundville, AL)",4x4 | #4 | <NA>ft,3
"Westervelt Lumber Division (Moundville, AL)",4x5 | #4 | 16ft,3
"Westervelt Lumber Division (Moundville, AL)",4x6 | #4 | 8ft,3
"Westervelt Lumber Division (Moundville, AL)",6x6 | #4 | 14ft,3
"Westervelt Lumber Division (Moundville, AL)",2x4 | #3 | 10ft,2
"Westervelt Lumber Division (Moundville, AL)",2x4 | #3 | 12ft,2
"Westervelt Lumber Division (Moundville, AL)",4x6 | #4 | <NA>ft,2
"Westervelt Lumber Division (Moundville, AL)",1x6 | #4 | <NA>ft,1
"Westervelt Lumber Division (Moundville, AL)",2x4 | #3 | 16ft,1
"Westervelt Lumber Division (Moundville, AL)",2x6 | #3 | 8ft,1
"Westervelt Lumber Division (Moundville, AL)",2x8 | #3 | 12ft,1
"Westervelt Lumber Division (Moundville, AL)",2x8 | #3 | 16ft,1
"Westervelt Lumber Division (Moundville, AL)",2x8 | #3 | 8ft,1
"Westervelt Lumber Division (Moundville, AL)",4x4 | #4 | 10ft,1
"Westervelt Lumber Division (Moundville, AL)",4x4 | #4 | 12ft,1
"Westervelt Lumber Division (Moundville, AL)",4x4 | #4 | 14ft,1
"Westervelt Lumber Division (Moundville, AL)",4x4 | #4 | 16ft,1
"Westervelt Lumber Division (Moundville, AL)",4x4 | #4 | 8ft,1
"Westervelt Lumber Division (Thomasville, AL)",2x4 | #3 | 8ft,13
"Westervelt Lumber Division (Thomasville, AL)",2x4 | #4 | 10ft,9
"Westervelt Lumber Division (Thomasville, AL)",2x4 | #4 | 12ft,9
"Westervelt Lumber Division (Thomasville, AL)",2x4 | #4 | 8ft,9
"Westervelt Lumber Division (Thomasville, AL)",2x4 | #4 | 16ft,8
"Westervelt Lumber Division (Thomasville, AL)",2x6 | #4 | 10ft,4
"Westervelt Lumber Division (Thomasville, AL)",2x6 | #4 | 8ft,4
"Westervelt Lumber Division (Thomasville, AL)",2x6 | #4 | 12ft,3
"Westervelt Lumber Division (Thomasville, AL)",2x6 | #4 | 16ft,3
"Westervelt Lumber Division (Thomasville, AL)",2x4 | #4 | 14ft,2
"Westervelt Lumber Division (Thomasville, AL)",2x6 | #4 | 14ft,2
"Westervelt Lumber Division (Thomasville, AL)",2x4 | #4 | 6ft,1
"Westervelt Lumber Division (Thomasville, AL)",2x8 | #3 | 8ft,1
"Westervelt Lumber Division (Thomasville, AL)",2x8 | #4 | 10ft,1
"Westervelt Lumber Division (Thomasville, AL)",2x8 | #4 | 12ft,1
"Westervelt Lumber Division (Thomasville, AL)",2x8 | #4 | 14ft,1
"Westervelt Lumber Division (Thomasville, AL)",2x8 | #4 | 16ft,1
"Westervelt Lumber Division (Thomasville, AL)",2x8 | #4 | 8ft,1
"Weyerhaeuser NR Company (Bruce, MS)",2x4 | #3 | 8ft,190
"Weyerhaeuser NR Company (Bruce, MS)",2x8 | #3 | 8ft,45
"Weyerhaeuser NR Company (Bruce, MS)",2x8 | #3 | 12ft,28
"Weyerhaeuser NR Company (Bruce, MS)",2x6 | #3 | 8ft,17
"Weyerhaeuser NR Company (Bruce, MS)",2x8 | #3 | 16ft,17
"Weyerhaeuser NR Company (Bruce, MS)",2x4 | #4 | <NA>ft,16
"Weyerhaeuser NR Company (Bruce, MS)",2x8 | #3 | 10ft,16
"Weyerhaeuser NR Company (Bruce, MS)",2x12 | #3 | 8ft,14
"Weyerhaeuser NR Company (Bruce, MS)",2x10 | #3 | 8ft,13
"Weyerhaeuser NR Company (Bruce, MS)",2x10 | #4 | <NA>ft,12
"Weyerhaeuser NR Company (Bruce, MS)",2x4 | #3 | 16ft,12
"Weyerhaeuser NR Company (Bruce, MS)",2x8 | #3 | 14ft,12
"Weyerhaeuser NR Company (Bruce, MS)",2x4 | #3 | 18ft,11
"Weyerhaeuser NR Company (Bruce, MS)",2x10 | #4 | 8ft,10
"Weyerhaeuser NR Company (Bruce, MS)",2x12 | #4 | <NA>ft,9
"Weyerhaeuser NR Company (Bruce, MS)",2x4 | #3 | 10ft,8
"Weyerhaeuser NR Company (Bruce, MS)",2x10 | #4 | 12ft,7
"Weyerhaeuser NR Company (Bruce, MS)",2x4 | #4 | 6ft,7
"Weyerhaeuser NR Company (Bruce, MS)",2x8 | #4 | 8ft,7
"Weyerhaeuser NR Company (Bruce, MS)",2x10 | #3 | 12ft,6
"Weyerhaeuser NR Company (Bruce, MS)",2x10 | #3 | 16ft,6
"Weyerhaeuser NR Company (Bruce, MS)",2x10 | #4 | 14ft,6
"Weyerhaeuser NR Company (Bruce, MS)",2x12 | #3 | 12ft,6
"Weyerhaeuser NR Company (Bruce, MS)",2x12 | #3 | 16ft,6
"Weyerhaeuser NR Company (Bruce, MS)",2x8 | #4 | 16ft,6
"Weyerhaeuser NR Company (Bruce, MS)",2x8 | #4 | <NA>ft,6
"Weyerhaeuser NR Company (Bruce, MS)",2x10 | #4 | 16ft,5
"Weyerhaeuser NR Company (Bruce, MS)",2x4 | #3 | 14ft,5
"Weyerhaeuser NR Company (Bruce, MS)",2x8 | #4 | 12ft,5
"Weyerhaeuser NR Company (Bruce, MS)",2x10 | #4 | 6ft,4
"Weyerhaeuser NR Company (Bruce, MS)",2x12 | #3 | 14ft,3
"Weyerhaeuser NR Company (Bruce, MS)",2x6 | #3 | 10ft,3
"Weyerhaeuser NR Company (Bruce, MS)",2x6 | #3 | 12ft,3
"Weyerhaeuser NR Company (Bruce, MS)",2x12 | #3 | 10ft,2
"Weyerhaeuser NR Company (Bruce, MS)",2x12 | #4 | 12ft,2
"Weyerhaeuser NR Company (Bruce, MS)",2x12 | #4 | 8ft,2
"Weyerhaeuser NR Company (Bruce, MS)",2x6 | #4 | <NA>ft,2
"Weyerhaeuser NR Company (Bruce, MS)",2x8 | #4 | 6ft,2
"Weyerhaeuser NR Company (Bruce, MS)",2x10 | #3 | 10ft,1
"Weyerhaeuser NR Company (Bruce, MS)",2x10 | #4 | 10ft,1
"Weyerhaeuser NR Company (Bruce, MS)",2x12 | #4 | 10ft,1
"Weyerhaeuser NR Company (Bruce, MS)",2x12 | #4 | 14ft,1
"Weyerhaeuser NR Company (Bruce, MS)",2x6 | #3 | 16ft,1
"Weyerhaeuser NR Company (Bruce, MS)",2x6 | #4 | 8ft,1
"Weyerhaeuser NR Company (Bruce, MS)",2x8 | #4 | 10ft,1
"Weyerhaeuser NR Company (Bruce, MS)",2x8 | #4 | 14ft,1
"Weyerhaeuser NR Company (Dierks, AR)",2x4 | #3 | 8ft,86
"Weyerhaeuser NR Company (Dierks, AR)",2x4 | #3 | 10ft,58
"Weyerhaeuser NR Company (Dierks, AR)",2x8 | #3 | 8ft,41
"Weyerhaeuser NR Company (Dierks, AR)",2x10 | #4 | 16ft,39
"Weyerhaeuser NR Company (Dierks, AR)",2x8 | #3 | 12ft,37
"Weyerhaeuser NR Company (Dierks, AR)",2x8 | #4 | 10ft,36
"Weyerhaeuser NR Company (Dierks, AR)",2x8 | #3 | 10ft,32
"Weyerhaeuser NR Company (Dierks, AR)",2x8 | #4 | 16ft,32
"Weyerhaeuser NR Company (Dierks, AR)",2x4 | #3 | 12ft,31
"Weyerhaeuser NR Company (Dierks, AR)",2x8 | #3 | 16ft,30
"Weyerhaeuser NR Company (Dierks, AR)",2x12 | #4 | 16ft,29
"Weyerhaeuser NR Company (Dierks, AR)",2x12 | #4 | <NA>ft,26
"Weyerhaeuser NR Company (Dierks, AR)",2x6 | #3 | 8ft,24
"Weyerhaeuser NR Company (Dierks, AR)",2x8 | #4 | 8ft,24
"Weyerhaeuser NR Company (Dierks, AR)",2x8 | #3 | 14ft,21
"Weyerhaeuser NR Company (Dierks, AR)",2x12 | #3 | 8ft,20
