region,mill,item_description,dimension,length_ft,grade,date,delivered_cost_per_mbf
West,"Cal-Tex Lumber Co. (Nacogdoches, TX)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-05-05 00:00:00,575.00020487605
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X6-10 #2 SYP HT,4x6,10,2,2025-05-05 00:00:00,475.0
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X6-10 #2 SYP HT,4x6,10,2,2025-05-05 00:00:00,475.0
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",2X4-20 #2 SYP KD-HT,2x4,20,2,2025-05-05 00:00:00,445.410529162535
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",4X6-14 #2 SYP,4x6,14,2,2025-05-05 00:00:00,485.0
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-16 #2 SYP KD-HT,2x6,16,2,2025-05-05 00:00:00,325.0
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-12 #2 SYP KD-HT,2x6,12,2,2025-05-05 00:00:00,320.0
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-16 #2 SYP KD-HT,2x6,16,2,2025-05-05 00:00:00,325.0
East,"Canfor Southern Pine (Estill, SC)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-05-05 00:00:00,333.084239130435
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-05 00:00:00,410.0
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-05-06 00:00:00,486.995192307692
Central,"Westervelt Lumber Division (Moundville, AL)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-05-06 00:00:00,510.0
Central,"Westervelt Lumber Division (Moundville, AL)",4X6-16 #2 SYP,4x6,16,2,2025-05-06 00:00:00,500.0
Central,"Westervelt Lumber Division (Moundville, AL)",4X6-16 #2 SYP,4x6,16,2,2025-05-06 00:00:00,500.0
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-16 #2 SYP KD-HT,2x6,16,2,2025-05-06 00:00:00,325.0
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-10 #2 SYP Treated,6x6,10,2,2025-05-06 00:00:00,1033.18836458333
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-10 #2 SYP Treated,6x6,10,2,2025-05-06 00:00:00,1033.18838541667
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-20 #2 SYP Treated,6x6,20,2,2025-05-06 00:00:00,1179.21197916667
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-10 #2 SYP Treated,6x6,10,2,2025-05-06 00:00:00,1033.1883875
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-10 #2 SYP Treated,6x6,10,2,2025-05-06 00:00:00,1033.18833333333
Central,"Interfor US, Inc (Belk, AL)",2X4-8 #2 SYP KD-HT,2x4,8,2,2025-05-06 00:00:00,561.864372054907
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-05-06 00:00:00,470.779220779221
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-05-06 00:00:00,470.779220779221
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-05-06 00:00:00,470.779220779221
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-05-06 00:00:00,470.779220779221
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-05-06 00:00:00,470.779220779221
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X4-16 #1 SYP KD-HT,2x4,16,1,2025-05-07 00:00:00,512.951444376152
Central,"Meadwestvaco Corporation (Cottonton, AL)",4X6-14 #2 SYP,4x6,14,2,2025-05-07 00:00:00,465.0
Central,"Vicksburg Forest Products, LLC (Vicksburg, MS)",2X4-18 #1 SYP KD-HT,2x4,18,1,2025-05-07 00:00:00,551.216168091168
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-05-07 00:00:00,335.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X8-8 #2 Prime SYP KD-HT,2x8,8,2,2025-05-07 00:00:00,335.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X8-12 #2 Prime SYP KD-HT,2x8,12,2,2025-05-07 00:00:00,335.0
West,"Eastex Forest Products (Houston, TX)",4X4-10 #2 SYP KD-HT,4x4,10,2,2025-05-08 00:00:00,675.259715275106
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-05-08 00:00:00,397.965494791667
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-05-08 00:00:00,397.965494791667
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-08 00:00:00,410.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-08 00:00:00,410.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-05-08 00:00:00,380.005514783863
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-05-08 00:00:00,380.005514783863
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-18 #2 Prime SYP KD-HT,2x4,18,2,2025-05-08 00:00:00,434.999970479082
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-18 #2 Prime SYP KD-HT,2x4,18,2,2025-05-08 00:00:00,413.249971955128
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-18 #2 Prime SYP KD-HT,2x4,18,2,2025-05-08 00:00:00,434.999970479082
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-09 00:00:00,404.999978862732
Central,"Southeast Forest Products Mfg, Inc (Louisville, AL)",2X6-16 #2 SYP KD-HT,2x6,16,2,2025-05-09 00:00:00,315.0
Central,"Two Rivers Lumber Company, LLC (Demopolis, AL)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-05-09 00:00:00,451.0
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X6-14 #2 SYP KD-HT,2x6,14,2,2025-05-12 00:00:00,383.167067307692
East,"Interfor US, Inc (Baxley, GA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-05-12 00:00:00,344.042144886364
East,"Interfor US, Inc (Baxley, GA)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-05-12 00:00:00,368.446370442708
East,"Interfor US, Inc (Eatonton, GA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-05-12 00:00:00,383.046875
East,"Interfor US, Inc (Eatonton, GA)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-05-12 00:00:00,373.046875
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",6X6-20 #2 SYP Treated,6x6,20,2,2025-05-12 00:00:00,825.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",6X6-20 #2 SYP Treated,6x6,20,2,2025-05-12 00:00:00,825.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",6X6-20 #2 SYP Treated,6x6,20,2,2025-05-12 00:00:00,766.071428571429
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",6X6-20 #2 SYP Treated,6x6,20,2,2025-05-12 00:00:00,825.0
Central,"Lincoln Lumber Co, Inc (Brookhaven, MS)",8X8-16 #2 SYP KD-HT,8x8,16,2,2025-05-12 00:00:00,750.043947029181
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X6-12 #1 SYP KD-HT,2x6,12,1,2025-05-12 00:00:00,487.527777777778
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X6-14 #1 SYP KD-HT,2x6,14,1,2025-05-12 00:00:00,497.527781808036
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X6-18 #1 SYP KD-HT,2x6,18,1,2025-05-12 00:00:00,462.527777777778
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X6-20 #1 SYP KD-HT,2x6,20,1,2025-05-12 00:00:00,482.527799804688
West,"Doman Lumber (Russellville, AR)",1X6-14 #2 SYP KD-HT S4S,1x6,14,2,2025-05-13 00:00:00,645.0
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-8 #2 SYP KD-HT,4x6,8,2,2025-05-13 00:00:00,462.857142857143
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-8 #2 SYP KD-HT,4x6,8,2,2025-05-13 00:00:00,462.857142857143
Central,"Southeast Forest Products Mfg, Inc (Louisville, AL)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-05-13 00:00:00,315.012858631017
Central,"Southeast Forest Products Mfg, Inc (Louisville, AL)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-05-13 00:00:00,315.012858631017
Central,"Southeast Forest Products Mfg, Inc (Louisville, AL)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-05-13 00:00:00,315.012858631017
Central,"Southeast Forest Products Mfg, Inc (Louisville, AL)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-05-13 00:00:00,315.000012586806
Central,"Southeast Forest Products Mfg, Inc (Louisville, AL)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-05-13 00:00:00,315.012858631017
Central,"Southeast Forest Products Mfg, Inc (Louisville, AL)",2X8-16 #2 SYP KD-HT,2x8,16,2,2025-05-13 00:00:00,325.013983220136
Central,"Southeast Forest Products Mfg, Inc (Louisville, AL)",2X8-16 #2 SYP KD-HT,2x8,16,2,2025-05-13 00:00:00,325.013983220136
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-20 #1 SYP KD-HT,2x4,20,1,2025-05-13 00:00:00,579.323023528351
West,"Canfor Southern Pine (Deridder, LA)",2X4-12 #1 SYP KD-HT,2x4,12,1,2025-05-13 00:00:00,471.252575549451
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-05-13 00:00:00,345.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-14 #1 SYP KD-HT,2x4,14,1,2025-05-13 00:00:00,505.317475853187
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-8 #1 SYP KD-HT,2x4,8,1,2025-05-13 00:00:00,540.01945248375
Central,"Gloster Forest Products (Gloster, MS)",2X4-20 #1 SYP KD-HT,2x4,20,1,2025-05-13 00:00:00,551.569480753628
East,"Georgia-Pacific Corp. (Warrenton, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-05-14 00:00:00,347.55859375
East,"Georgia-Pacific Corp. (Warrenton, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-05-14 00:00:00,347.664741847826
East,"Georgia-Pacific Corp. (Warrenton, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-05-14 00:00:00,347.664741847826
East,"Georgia-Pacific Corp. (Warrenton, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-05-14 00:00:00,347.664741847826
East,"Georgia-Pacific Corp. (Warrenton, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-05-14 00:00:00,347.664741847826
West,"Doman Lumber (Caddo Mills, TX)",2X4-10 #1 SYP Fire Retardant,2x4,10,1,2025-05-14 00:00:00,785.000036057692
East,"Griffin Lumber Company, Inc. (Cordele, GA)",5/4X6-10 #2 NGM SYP KD-HT,4x6,10,2,2025-05-14 00:00:00,330.0
East,"Griffin Lumber Company, Inc. (Cordele, GA)",5/4X6-12 #2 NGM SYP KD-HT,4x6,12,2,2025-05-14 00:00:00,330.000017361111
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-05-14 00:00:00,410.009927470535
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-05-14 00:00:00,345.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-18 #2 Prime SYP KD-HT,2x4,18,2,2025-05-14 00:00:00,455.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-14 00:00:00,410.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-14 00:00:00,410.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-05-14 00:00:00,410.010327206791
Central,"Gloster Forest Products (Gloster, MS)",4X4-14 #2 SYP KD-HT,4x4,14,2,2025-05-14 00:00:00,464.721524318449
Central,"WoodPerfect (Albertville, AL)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-05-15 00:00:00,330.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-15 00:00:00,404.999978862732
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-15 00:00:00,404.999978862732
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-05-15 00:00:00,380.000042925824
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-15 00:00:00,404.999978862732
Central,"Rex Lumber Troy, LLC (Troy, AL)",2X6-12 #2 SYP KD-HT,2x6,12,2,2025-05-15 00:00:00,290.000012586806
Central,"Rex Lumber Troy, LLC (Troy, AL)",2X6-12 #2 SYP KD-HT,2x6,12,2,2025-05-15 00:00:00,290.000012586806
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-20 #2 SYP Treated,6x6,20,2,2025-05-15 00:00:00,1083.92239583333
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-20 #2 SYP KD-HT,2x6,20,2,2025-05-15 00:00:00,468.922421875
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-05-15 00:00:00,445.019102811762
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-15 00:00:00,410.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-15 00:00:00,410.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-05-15 00:00:00,380.005514783863
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-16 #2 Prime SYP KD-HT,2x4,16,2,2025-05-15 00:00:00,491.597660315509
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-16 #2 Prime SYP KD-HT,2x4,16,2,2025-05-15 00:00:00,515.00717066175
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-05-15 00:00:00,445.019102811762
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X8-14 #2 SYP KD-HT,2x8,14,2,2025-05-16 00:00:00,347.853708791209
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X8-14 #2 SYP KD-HT,2x8,14,2,2025-05-16 00:00:00,347.853708791209
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-12 #2 SYP KD-HT,2x6,12,2,2025-05-16 00:00:00,320.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-05-16 00:00:00,395.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-16 00:00:00,410.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-05-16 00:00:00,380.005514783863
Central,"Gloster Forest Products (Gloster, MS)",2X10-12 #2 SYP KD-HT,2x10,12,2,2025-05-16 00:00:00,435.9375
East,"Georgia-Pacific Corp. (Warrenton, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-05-19 00:00:00,348.002485795455
East,"Georgia-Pacific Corp. (Warrenton, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-05-19 00:00:00,348.08933423913
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-05-19 00:00:00,362.958962128377
West,"Weyerhaeuser NR Company (Dierks, AR)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-05-19 00:00:00,362.958962128377
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-12 #2 SYP KD-HT,2x6,12,2,2025-05-19 00:00:00,319.99998819987
Central,"Southeast Forest Products Mfg, Inc (Louisville, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-05-19 00:00:00,406.015037593985
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-18 #2 SYP KD-HT,2x4,18,2,2025-05-19 00:00:00,410.00004451567
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-05-19 00:00:00,457.142903645833
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-05-19 00:00:00,457.142903645833
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-05-19 00:00:00,457.142903645833
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-05-19 00:00:00,457.142903645833
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-05-19 00:00:00,457.142903645833
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-14 #1 SYP KD-HT,2x4,14,1,2025-05-20 00:00:00,480.424376906922
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-14 #1 SYP KD-HT,2x4,14,1,2025-05-20 00:00:00,477.424416531284
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-12 #2 SYP KD-HT,4x6,12,2,2025-05-20 00:00:00,447.619047619048
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-20 #1 SYP KD-HT,2x4,20,1,2025-05-20 00:00:00,434.960650860903
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X4-18 #1 SYP KD-HT,2x4,18,1,2025-05-20 00:00:00,425.897463942308
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X4-18 #1 SYP KD-HT,2x4,18,1,2025-05-20 00:00:00,473.219404380342
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X4-20 #1 SYP KD-HT,2x4,20,1,2025-05-20 00:00:00,473.416402900757
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-20 #1 SYP KD-HT,2x4,20,1,2025-05-20 00:00:00,529.049281807801
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-14 #1 SYP KD-HT,2x4,14,1,2025-05-20 00:00:00,515.105923063713
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-8 #2 Prime SYP KD-HT,2x8,8,2,2025-05-20 00:00:00,324.999984624335
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X8-16 #1 SYP KD-HT,2x8,16,1,2025-05-21 00:00:00,325.052417385642
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X8-16 #2 Prime SYP KD-HT,2x8,16,2,2025-05-21 00:00:00,325.018211064514
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-14 #1 SYP KD-HT,2x6,14,1,2025-05-21 00:00:00,301.999914148352
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-14 #1 SYP KD-HT,2x6,14,1,2025-05-21 00:00:00,301.999914148352
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-14 #1 SYP KD-HT,2x6,14,1,2025-05-21 00:00:00,301.999914148352
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-05-21 00:00:00,250.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-18 #2 Prime SYP KD-HT,2x4,18,2,2025-05-21 00:00:00,455.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-21 00:00:00,410.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-21 00:00:00,410.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-05-21 00:00:00,365.005557205277
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-05-21 00:00:00,365.005557205277
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X4-8 #2 NGM SYP KW,2x4,8,2,2025-05-22 00:00:00,249.010867932088
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-05-22 00:00:00,360.009890381604
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-18 #1 SYP KD-HT,2x4,18,1,2025-05-22 00:00:00,553.506054131054
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-22 00:00:00,472.560096153846
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-05-22 00:00:00,410.010932992665
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-22 00:00:00,410.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-05-22 00:00:00,360.005005726891
West,"Hood Industries, Inc. (Bogalusa, LA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-05-23 00:00:00,292.499984130859
West,"Hood Industries, Inc. (Bogalusa, LA)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-05-23 00:00:00,295.0
Central,"Meadwestvaco Corporation (Cottonton, AL)",4X6-14 #2 SYP,4x6,14,2,2025-05-23 00:00:00,400.0
Central,"Meadwestvaco Corporation (Cottonton, AL)",4X6-14 #2 SYP,4x6,14,2,2025-05-23 00:00:00,400.0
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-05-23 00:00:00,322.829861111111
Central,"Weyerhaeuser NR Company (Philadelphia, MS)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-05-23 00:00:00,322.829861111111
West,"West Fraser Mills Ltd (Joyce, LA)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-05-23 00:00:00,311.013498849776
West,"West Fraser Mills Ltd (Joyce, LA)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-05-23 00:00:00,311.013498849776
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-23 00:00:00,404.999978862732
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-05-23 00:00:00,359.885642462705
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-23 00:00:00,410.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-05-23 00:00:00,365.009437072447
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-05-23 00:00:00,365.009643122064
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-05-23 00:00:00,457.142903645833
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-05-23 00:00:00,457.142903645833
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-05-23 00:00:00,457.142903645833
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-05-23 00:00:00,457.142903645833
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-05-23 00:00:00,434.285714285714
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-05-26 00:00:00,360.009890381604
West,"Snider Industries, LLP (Marshall, TX)",1X4-14 #2 SYP KD-HT S4S,1x4,14,2,2025-05-27 00:00:00,620.0
West,"West Fraser Mills Ltd. (Mansfield, AR)",4X4-12 #2 SYP,4x4,12,2,2025-05-27 00:00:00,475.0
Central,"Lincoln Lumber Co, Inc (Brookhaven, MS)",8X8-16 #2 SYP KD-HT,8x8,16,2,2025-05-27 00:00:00,750.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-28 00:00:00,404.999978862732
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-28 00:00:00,404.999978862732
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X6-10 #2 SYP KD-HT,2x6,10,2,2025-05-28 00:00:00,250.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-05-28 00:00:00,360.009890381604
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-05-28 00:00:00,440.0
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-05-28 00:00:00,440.0
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-05-28 00:00:00,414.285714285714
East,"Dupont Pine Products, LLC (Alapaha, GA)",4X6-8 #1 SYP KD-HT,4x6,8,1,2025-05-28 00:00:00,414.285714285714
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-20 #2 SYP KD-HT,2x4,20,2,2025-05-28 00:00:00,450.027044894525
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X10-18 #2 SYP KD-HT,2x10,18,2,2025-05-28 00:00:00,305.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-05-28 00:00:00,410.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-05-28 00:00:00,395.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-05-28 00:00:00,395.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-18 #2 Prime SYP KD-HT,2x4,18,2,2025-05-28 00:00:00,370.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-18 #2 Prime SYP KD-HT,2x4,18,2,2025-05-28 00:00:00,370.0
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X6-10 #2 SYP HT,4x6,10,2,2025-05-29 00:00:00,435.0
