region,mill,item_description,dimension,length_ft,grade,date,delivered_cost_per_mbf
West,"West Fraser Mills Ltd (New Boston, TX)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-07-03 00:00:00,310.000016867898
West,"West Fraser Mills Ltd (New Boston, TX)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-07-03 00:00:00,290.02517579651
West,"West Fraser Mills Ltd. (Russellville, AR)",4X6-16 #2 SYP,4x6,16,2,2025-07-03 00:00:00,415.0
West,"West Fraser Mills Ltd. (Russellville, AR)",4X6-16 #2 SYP,4x6,16,2,2025-07-03 00:00:00,415.0
West,"West Fraser Mills Ltd. (Russellville, AR)",4X6-16 #2 SYP,4x6,16,2,2025-07-03 00:00:00,415.0
West,"West Fraser Mills Ltd. (Russellville, AR)",4X6-16 #2 SYP,4x6,16,2,2025-07-03 00:00:00,415.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-20 #2 Prime SYP KD-HT,2x4,20,2,2025-07-03 00:00:00,355.004708776991
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-18 #2 Prime SYP KD-HT,2x4,18,2,2025-07-03 00:00:00,300.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-18 #2 Prime SYP KD-HT,2x4,18,2,2025-07-03 00:00:00,300.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-07-03 00:00:00,275.007222863266
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X4-8 #2 SYP,4x4,8,2,2025-07-07 00:00:00,375.016902551158
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-07-07 00:00:00,289.99998838141
West,"Hood Industries, Inc. (Bogalusa, LA)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-07-07 00:00:00,330.0
West,"Hood Industries, Inc. (Bogalusa, LA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-07-07 00:00:00,285.0
West,"Hood Industries, Inc. (Bogalusa, LA)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-07-07 00:00:00,280.03646308113
West,"Hood Industries, Inc. (Bogalusa, LA)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-07-07 00:00:00,289.999977213542
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-07-07 00:00:00,285.0
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X8-10 #2 SYP KD-HT,2x8,10,2,2025-07-07 00:00:00,280.024307665596
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X8-12 #2 SYP KD-HT,2x8,12,2,2025-07-07 00:00:00,290.0
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X8-14 #2 SYP KD-HT,2x8,14,2,2025-07-07 00:00:00,290.0
Central,"Meadwestvaco Corporation (Cottonton, AL)",4X6-14 #2 SYP,4x6,14,2,2025-07-07 00:00:00,410.000023538961
Central,"Meadwestvaco Corporation (Cottonton, AL)",4X6-14 #1 SYP HT,4x6,14,1,2025-07-07 00:00:00,420.0
Central,"Meadwestvaco Corporation (Cottonton, AL)",4X6-16 #2 SYP,4x6,16,2,2025-07-07 00:00:00,440.0
West,"West Fraser Mills Ltd. (Mansfield, AR)",4X6-14 #2 SYP,4x6,14,2,2025-07-07 00:00:00,400.000025019623
West,"West Fraser Mills Ltd. (Mansfield, AR)",4X6-14 #2 SYP,4x6,14,2,2025-07-07 00:00:00,400.000025019623
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-16 #2 SYP,4x6,16,2,2025-07-07 00:00:00,385.357142857143
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-12 #2 SYP KD-HT,4x6,12,2,2025-07-07 00:00:00,426.857142857143
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-07-07 00:00:00,270.003803928223
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-07-07 00:00:00,270.003803928223
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-20 #2 Prime SYP KD-HT,2x4,20,2,2025-07-07 00:00:00,374.58753658847
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X10-8 #2 SYP KD-HT,2x10,8,2,2025-07-07 00:00:00,270.007670672462
Central,"Interfor US, Inc (Belk, AL)",2X4-20 #1 SYP KD-HT,2x4,20,1,2025-07-08 00:00:00,447.760326936175
Central,"Interfor US, Inc (Bay Springs, MS)",2X6-6 #2 SYP KD-HT,2x6,6,2,2025-07-08 00:00:00,291.744791666667
West,"Eastex Forest Products (Houston, TX)",4X4-8 #2 SYP Treated,4x4,8,2,2025-07-09 00:00:00,820.585216450216
West,"Eastex Forest Products (Houston, TX)",4X4-10 #2 SYP Treated,4x4,10,2,2025-07-09 00:00:00,749.993652625505
West,"Binderholz Timber, LLC (Lake Charles, LA)",2X4-16 #2BTR SPF KD-HT,2x4,16,2,2025-07-09 00:00:00,633.787202380952
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-14 #2 Prime SYP KD-HT,2x8,14,2,2025-07-09 00:00:00,295.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-07-09 00:00:00,284.999982591712
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-07-10 00:00:00,458.777299733661
West,"Hood Industries, Inc. (Bogalusa, LA)",2X6-12 #1 SYP KD-HT,2x6,12,1,2025-07-10 00:00:00,340.0
West,"Hood Industries, Inc. (Bogalusa, LA)",2X6-16 #1 SYP KD-HT,2x6,16,1,2025-07-10 00:00:00,340.0
West,"Hood Industries, Inc. (Bogalusa, LA)",2X6-20 #1 SYP KD-HT,2x6,20,1,2025-07-10 00:00:00,350.0
Central,"Harrigan Lumber Company, Inc. (Monroeville, AL)",4X6-18 #2 SYP,4x6,18,2,2025-07-10 00:00:00,425.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-07-10 00:00:00,480.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-07-10 00:00:00,480.0
West,"Canfor Southern Pine (El Dorado, AR)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-07-10 00:00:00,330.014166130071
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-07-10 00:00:00,425.00594140545
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-07-10 00:00:00,275.007222863266
Central,"Harrigan Lumber Company, Inc. (Monroeville, AL)",4X6-18 #2 SYP,4x6,18,2,2025-07-10 06:00:00,388.571440972222
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-16 #2 SYP KD-HT,2x4,16,2,2025-07-11 00:00:00,430.000028682647
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-20 #1 SYP KD-HT,2x4,20,1,2025-07-11 00:00:00,493.332665571537
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-18 #1 SYP KD-HT,2x4,18,1,2025-07-11 00:00:00,503.608253205128
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-20 #1 SYP KD-HT,2x4,20,1,2025-07-11 00:00:00,457.858719169191
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",4X4-14 #2 SYP KD-HT,4x4,14,2,2025-07-11 00:00:00,314.913461538462
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",6X6-16 #2 SYP KD-HT,6x6,16,2,2025-07-11 00:00:00,461.538461538462
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",6X6-16 #2 SYP KD-HT,6x6,16,2,2025-07-11 00:00:00,461.538461538462
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",6X6-16 #2 SYP KD-HT,6x6,16,2,2025-07-11 00:00:00,479.999974459135
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",6X6-16 #2 SYP KD-HT,6x6,16,2,2025-07-11 00:00:00,479.999974459135
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",6X6-16 #2 SYP KD-HT,6x6,16,2,2025-07-11 00:00:00,479.999974459135
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",6X6-16 #2 SYP KD-HT,6x6,16,2,2025-07-11 00:00:00,479.999974459135
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",6X6-16 #2 SYP KD-HT,6x6,16,2,2025-07-11 00:00:00,479.999974459135
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",6X6-16 #2 SYP KD-HT,6x6,16,2,2025-07-11 00:00:00,479.999974459135
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-07-11 00:00:00,275.007222863266
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-07-11 00:00:00,274.996497300861
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-07-12 00:00:00,280.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-8 #2 SYP KD-HT,4x6,8,2,2025-07-14 00:00:00,473.94225761218
West,"Eastex Forest Products (Houston, TX)",2X8-10 #2 SYP Treated,2x8,10,2,2025-07-15 00:00:00,620.242282141461
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-10 #1 SYP KD-HT,2x4,10,1,2025-07-15 00:00:00,407.704407051282
West,"Georgia-Pacific Corp. (Diboll, TX)",2X4-12 #1 SYP KD-HT,2x4,12,1,2025-07-15 00:00:00,422.704402043269
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",4X4-14 #2 SYP KD-HT,4x4,14,2,2025-07-15 00:00:00,334.907937728938
Central,"Southeastern Timber Products, LLC (Ackerman, MS)",4X6-8 #2 SYP KD-HT,4x6,8,2,2025-07-15 00:00:00,435.0
West,"Weyerhaeuser NR Company (Dierks, AR)",2X10-16 #1 SYP KD-HT,2x10,16,1,2025-07-15 00:00:00,438.845563794426
East,"Charles Ingram (Effingham, SC)",5/4X6-12 #2 NGM SYP KD-HT,4x6,12,2,2025-07-15 00:00:00,295.0
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-07-15 00:00:00,450.0
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-10 #1 SYP KD-HT,2x4,10,1,2025-07-15 00:00:00,375.108322515506
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-12 #1 SYP KD-HT,2x4,12,1,2025-07-15 00:00:00,375.000429258242
Central,"Mission Forest Products, LP (Corinth, MS)",2X4-14 #1 SYP KD-HT,2x4,14,1,2025-07-15 00:00:00,395.001229606732
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-20 #2 Prime SYP KD-HT,2x4,20,2,2025-07-15 00:00:00,297.51171921952
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-20 #2 Prime SYP KD-HT,2x4,20,2,2025-07-15 00:00:00,315.004242141433
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-20 #2 Prime SYP KD-HT,2x4,20,2,2025-07-15 00:00:00,315.004242141433
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #1 SYP KD-HT,2x4,12,1,2025-07-15 00:00:00,429.74109375
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X4-8 #2 SYP,4x4,8,2,2025-07-16 00:00:00,380.039151040593
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X4-10 #2 SYP KD-HT,4x4,10,2,2025-07-16 00:00:00,380.029233017924
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-07-16 00:00:00,479.999974609375
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-16 #2 SYP,4x6,16,2,2025-07-16 00:00:00,370.833333333333
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-16 #2 SYP KD-HT,2x6,16,2,2025-07-16 00:00:00,309.999985839844
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-07-16 00:00:00,265.00337971408
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-20 #2 Prime SYP KD-HT,2x4,20,2,2025-07-16 00:00:00,315.004242141433
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-20 #2 Prime SYP KD-HT,2x4,20,2,2025-07-16 00:00:00,297.51171921952
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-07-16 00:00:00,285.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-07-16 00:00:00,285.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-07-16 00:00:00,280.004242141433
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X4-8 #2 SYP,4x4,8,2,2025-07-17 00:00:00,390.0
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X4-12 #2 SYP KD-HT,4x4,12,2,2025-07-17 00:00:00,350.0
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X4-16 #2 SYP KD-HT,4x4,16,2,2025-07-17 00:00:00,415.046322134167
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-20 #2 SYP,4x6,20,2,2025-07-17 00:00:00,520.0
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-20 #2 SYP,4x6,20,2,2025-07-17 00:00:00,520.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-07-17 00:00:00,280.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-07-17 00:00:00,280.0
West,"LaSalle Lumber Company, LLC (Olla, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-07-17 00:00:00,280.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-07-17 00:00:00,285.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 Prime SYP KD-HT,2x4,10,2,2025-07-17 00:00:00,280.007829885436
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 Prime SYP KD-HT,2x4,12,2,2025-07-17 00:00:00,285.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-07-17 00:00:00,285.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-07-17 00:00:00,279.996291259735
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-07-17 00:00:00,280.004242141433
West,"Cal-Tex Lumber Co. (Pollok, TX)",4X4-12 #2 SYP,4x4,12,2,2025-07-18 00:00:00,345.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-20 #2 SYP KD-HT,2x8,20,2,2025-07-18 00:00:00,353.046875
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X6-20 #2 SYP KD-HT,2x6,20,2,2025-07-18 00:00:00,293.046875
West,"Cal-Tex Lumber Co. (Pollok, TX)",4X4-12 #2 SYP,4x4,12,2,2025-07-21 00:00:00,345.0
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-07-21 00:00:00,368.571428571429
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-07-21 00:00:00,383.928571428571
Central,"Littrell Lumber Mill, Inc (Decatur, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-07-21 00:00:00,460.0
Central,"Littrell Lumber Mill, Inc (Decatur, AL)",4X6-8 #2 SYP KD-HT,4x6,8,2,2025-07-21 00:00:00,460.0
Central,"Littrell Lumber Mill, Inc (Decatur, AL)",4X6-12 #2 SYP KD-HT,4x6,12,2,2025-07-21 00:00:00,460.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-8 #2 SYP KD-HT,2x8,8,2,2025-07-21 00:00:00,284.999982591712
West,"Cal-Tex Lumber Co. (Pollok, TX)",4X4-8 #2 SYP,4x4,8,2,2025-07-22 00:00:00,380.0
West,"Cal-Tex Lumber Co. (Pollok, TX)",4X4-8 #2 SYP,4x4,8,2,2025-07-22 00:00:00,380.0
West,"Cal-Tex Lumber Co. (Pollok, TX)",4X4-8 #2 SYP,4x4,8,2,2025-07-22 00:00:00,380.0
West,"Cal-Tex Lumber Co. (Pollok, TX)",4X4-8 #2 SYP,4x4,8,2,2025-07-22 00:00:00,380.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-12 #2 SYP KD-HT,2x4,12,2,2025-07-22 00:00:00,285.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-07-22 00:00:00,330.014166130071
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-07-22 00:00:00,330.014166130071
West,"Martco Limited Partnership - Plywood Div (Chopin, LA)",6X6-8 #2 SYP KD-HT S4S,6x6,8,2,2025-07-23 00:00:00,380.000016818576
West,"Martco Limited Partnership - Plywood Div (Chopin, LA)",6X6-8 #2 SYP KD-HT S4S,6x6,8,2,2025-07-23 00:00:00,380.000016818576
West,"Martco Limited Partnership - Plywood Div (Chopin, LA)",6X6-8 #2 SYP KD-HT S4S,6x6,8,2,2025-07-23 00:00:00,380.000016818576
West,"Georgia-Pacific Corp. (Pineland, TX)",2X6-14 #2 SYP KD-HT,2x6,14,2,2025-07-24 00:00:00,398.49763907967
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X4-10 #2 SYP KD-HT,4x4,10,2,2025-07-24 00:00:00,385.0
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X4-10 #2 SYP KD-HT,4x4,10,2,2025-07-24 00:00:00,385.017769777532
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-07-24 00:00:00,400.0
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-07-24 00:00:00,434.999950396825
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-07-24 00:00:00,391.499955357143
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-12 #2 SYP KD-HT,4x6,12,2,2025-07-24 00:00:00,458.035667782738
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-16 #2 SYP,4x6,16,2,2025-07-24 00:00:00,431.785714285714
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-16 #2 SYP,4x6,16,2,2025-07-24 00:00:00,431.785714285714
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-07-24 00:00:00,440.0
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-8 #2 SYP KD-HT,4x6,8,2,2025-07-24 00:00:00,443.571382068452
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-16 #2 SYP,4x6,16,2,2025-07-24 00:00:00,441.071428571429
Central,"Georgia-Pacfic Corp (Talladega, AL)",2X6-20 #2 SYP KD-HT,2x6,20,2,2025-07-24 00:00:00,315.000012586806
Central,"Hood Industries, Inc. (Silver Creek, MS)",2X6-20 #1 SYP KD-HT,2x6,20,1,2025-07-25 00:00:00,347.0
West,"West Fraser Mills Ltd. (Mansfield, AR)",4X6-14 #2 SYP,4x6,14,2,2025-07-25 00:00:00,445.0
Central,"Rex Lumber Troy, LLC (Troy, AL)",4X4-10 #2 SYP KD-HT,4x4,10,2,2025-07-25 00:00:00,395.164220437552
Central,"Rex Lumber Troy, LLC (Troy, AL)",4X4-10 #2 SYP KD-HT,4x4,10,2,2025-07-25 00:00:00,331.26548606719
Central,"Rex Lumber Troy, LLC (Troy, AL)",4X4-10 #2 SYP KD-HT,4x4,10,2,2025-07-25 00:00:00,395.170921678927
Central,"Rex Lumber Troy, LLC (Troy, AL)",4X4-10 #2 SYP KD-HT,4x4,10,2,2025-07-25 00:00:00,395.157901744109
Central,"Rex Lumber Troy, LLC (Troy, AL)",4X4-10 #2 SYP KD-HT,4x4,10,2,2025-07-25 00:00:00,395.157901744109
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X6-20 #2 SYP KD-HT,2x6,20,2,2025-07-25 00:00:00,314.63808046875
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X8-18 #2 SYP KD-HT,2x8,18,2,2025-07-25 00:00:00,349.638100043403
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X6-14 #2 SYP KD-HT,2x6,14,2,2025-07-25 00:00:00,315.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X6-14 #2 SYP KD-HT,2x6,14,2,2025-07-25 00:00:00,315.0
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-07-25 00:00:00,407.142857142857
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-07-25 00:00:00,428.571428571429
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-07-25 00:00:00,428.571428571429
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-07-25 00:00:00,428.571428571429
East,"RB Lumber Co, LLC dba DS Smith Riceboro Lumber (Riceboro, GA)",4X6-16 #2 SYP,4x6,16,2,2025-07-25 00:00:00,428.571428571429
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-07-28 00:00:00,433.846153846154
Central,"Georgia-Pacific Corp. (Mexia, AL)",4X6-10 #2 SYP HT,4x6,10,2,2025-07-28 00:00:00,470.0
West,"Interfor US, Inc (Dequincy, LA)",2X4-16 #1 SYP KD-HT,2x4,16,1,2025-07-28 00:00:00,532.392085098711
West,"Interfor US, Inc (Dequincy, LA)",2X4-12 #1 SYP KD-HT,2x4,12,1,2025-07-28 00:00:00,412.424450549451
West,"Canfor Southern Pine (Deridder, LA)",2X4-18 #1 SYP KD-HT,2x4,18,1,2025-07-28 00:00:00,458.442435897436
West,"Canfor Southern Pine (Deridder, LA)",2X4-20 #1 SYP KD-HT,2x4,20,1,2025-07-28 00:00:00,458.475551709217
West,"Canfor Southern Pine (Strong, AR)",2X10-14 #2 SYP KD-HT,2x10,14,2,2025-07-29 00:00:00,407.446761016117
West,"Doman Lumber (Gilmer, TX)",4X4-10 #2 SYP Treated,4x4,10,2,2025-07-29 00:00:00,645.121177149452
West,"Potlatch Land & Lumber, LLC (Warren, AR)",2X10-14 #2 SYP KD-HT,2x10,14,2,2025-07-29 00:00:00,314.236783338542
West,"Potlatch Land & Lumber, LLC (Warren, AR)",2X10-14 #2 SYP KD-HT,2x10,14,2,2025-07-29 00:00:00,405.62681369704
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-14 #2 SYP Treated,6x6,14,2,2025-07-29 00:00:00,728.468102678571
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-16 #2 SYP Treated,6x6,16,2,2025-07-29 00:00:00,803.468129340278
West,"Hatfield Lumber Co (Hatfield, AR)",6X6-20 #2 SYP Treated,6x6,20,2,2025-07-29 00:00:00,1068.46814583333
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-20 #2 SYP Treated,2x6,20,2,2025-07-29 00:00:00,523.4681796875
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-20 #2 SYP Treated,2x6,20,2,2025-07-29 00:00:00,523.468171875
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-20 #2 SYP Treated,2x6,20,2,2025-07-29 00:00:00,523.46815078125
West,"Hatfield Lumber Co (Hatfield, AR)",2X6-20 #2 SYP Treated,2x6,20,2,2025-07-29 00:00:00,523.468203125
East,"Pollard Lumber Co, Inc (Appling, GA)",5/4X6-10 #2 NGM SYP KD-HT,4x6,10,2,2025-07-29 00:00:00,290.277777777778
Central,"Harrigan Lumber Company, Inc. (Monroeville, AL)",4X6-18 #2 SYP,4x6,18,2,2025-07-30 00:00:00,425.000013563368
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-12 #2 SYP KD-HT,4x6,12,2,2025-07-30 00:00:00,467.678571428571
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-20 #2 SYP,4x6,20,2,2025-07-30 00:00:00,525.0
West,"Canfor Southern Pine (El Dorado, AR)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-07-31 00:00:00,295.0
West,"Bienville Lumber Company, LLC (Taylor, LA)",2X4-14 #2 SYP KD-HT,2x4,14,2,2025-07-31 00:00:00,330.014166130071
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X6-14 #2 SYP KD-HT,2x6,14,2,2025-08-01 00:00:00,442.626631181319
West,"Georgia-Pacific Corp. (Pineland, TX)",2X4-10 #2 SYP KD-HT,2x4,10,2,2025-08-01 00:00:00,320.0
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X6-20 #2 SYP KD-HT,2x6,20,2,2025-08-01 00:00:00,350.699652777778
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X6-10 #1 SYP KD-HT,2x6,10,1,2025-08-04 00:00:00,430.888157894737
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X4-12 #2 SYP KD-HT,4x4,12,2,2025-08-04 00:00:00,350.0
Central,"Jack Batte and Sons, Inc. (Forest, MS)",4X6-8 #2 SYP KD-HT,4x6,8,2,2025-08-04 00:00:00,458.035667782738
West,"Canfor Southern Pine (El Dorado, AR)",2X6-10 #1 SYP KD-HT,2x6,10,1,2025-08-04 00:00:00,398.519736842105
West,"Pinecrest Lbr / Green Bay Packaging (Plumerville, AR)",4X4-14 #2 SYP KD-HT,4x4,14,2,2025-08-04 06:00:00,315.714285714286
East,"Georgia-Pacific Corp. (Rome, GA)",2X6-8 #2 SYP KD-HT,2x6,8,2,2025-08-05 00:00:00,320.117527173913
Central,"KyKenKee, Inc (Vance, AL)",4X4-8 #2 SYP,4x4,8,2,2025-08-05 00:00:00,430.016271522582
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-08-05 00:00:00,409.090909090909
Central,"Interfor US, Inc (Bay Springs, MS)",2X4-20 #2 SYP KD-HT,2x4,20,2,2025-08-05 00:00:00,413.975480032453
East,"Langdale Forest Products Co (Barnesville, GA)",2X4-6 #2 SYP KD-HT,2x4,6,2,2025-08-06 00:00:00,344.347826086957
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-20 #2 SYP,4x6,20,2,2025-08-06 00:00:00,480.0
West,"Georgia-Pacific Corp. (Gurdon, AR)",2X4-16 #1 SYP KD-HT,2x4,16,1,2025-08-07 00:00:00,480.558082360172
Central,"Weyerhaeuser NR Company (Bruce, MS)",2X6-20 #2 SYP KD-HT,2x6,20,2,2025-08-07 00:00:00,350.569444444444
Central,"Homan Forest Products Corporate, Inc (Fulton, MS)",4X6-10 #2 SYP HT,4x6,10,2,2025-08-07 00:00:00,409.090909090909
